Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
SWK,169.35,186.73,UP,11553706102,Consumer Discretionary,563.60M,17.03B,71300,2.50,22.12,9.62,0.68,1.24,-,0.89,3.46,88.40%,15.50%,9.60%,8.40%,147.94M,1.26
SWN,3.06,4.8,UP,7647800176,Energy,1.31B,14.57B,938,2.50,5.32,0.27,0.56,5.75,10.00,3.44,1.37,88.00%,107.20%,32.00%,9.00%,1.11B,1.26
SWX,59.44,69.95,UP,4888846917,Utilities,148.00M,4.39B,2286,2.00,28.34,7.08,1.06,1.34,-,1.76,2.44,94.90%,4.60%,3.50%,3.40%,67.05M,0.23
SXI,75.16,110.12,UP,1180739291,Industrials,61.50M,735.30M,3800,1.30,20.02,1.43,1.63,2.41,28.74,0.35,5.07,96.40%,11.90%,10.20%,8.30%,11.87M,1.19
SXT,73.16,99.59,UP,2982591063,Industrials,139.00M,1.43B,3844,2.70,21.02,5.53,2.07,3.02,-,0.55,3.29,94.80%,13.10%,9.10%,8.70%,41.89M,0.88
SYF,34.14,46.26,UP,16124877708,Finance,3.21B,16.49B,18000,2.30,5.72,-,0.98,1.38,2.52,1.17,6.33,-,25.40%,44.60%,19.50%,468.50M,1.61
SYK,239.02,270.69,UP,86147407963,Health Care,2.08B,17.63B,46000,2.30,39.27,4.94,4.77,5.15,56.89,0.85,5.44,78.60%,13.50%,8.40%,11.40%,378.30M,0.99
SYY,72.31,78,UP,43781349721,Consumer Discretionary,1.36B,68.64B,71000,2.30,31.48,0.76,0.63,30.71,-,7.70,2.64,85.10%,71.40%,16.20%,1.50%,510.59M,1.10
T,22.22,18.7,DOWN,129443790000,Consumer Discretionary,19.98B,130.36B,203000,2.70,6.80,-,1.00,1.12,23.88,1.16,2.70,55.00%,11.10%,5.20%,13.10%,7.17B,0.57
TAC,7.66,10.9,UP,2368625000,Utilities,-314.20M,1.95B,1282,2.40,-,-,1.24,5.12,6.98,6.20,-1.16,61.70%,-63.10%,-6.10%,-16.10%,271.00M,0.97
TAK,17.99,13.58,DOWN,41023853684,Health Care,1.43B,25.21B,47347,3.00,28.89,49.82,1.67,0.92,10.25,0.71,0.46,1.90%,3.50%,3.90%,5.70%,3.11B,0.70
TAL,69.22,3.94,DOWN,3086960470,Consumer Discretionary,-252.10M,2.08B,16200,3.00,-,-,1.25,0.88,-,0.00,-0.39,62.20%,-6.30%,-31.90%,-12.10%,634.87M,-0.11
TALO,8.49,10.07,UP,1765345766,Energy,193.00M,1.61B,443,1.80,9.44,-,1.09,2.00,6.48,0.91,2.31,94.10%,25.50%,21.30%,12.00%,82.57M,2.38
TAP,45.65,45.9,UP,10910420016,Consumer Staples,731.80M,10.58B,16300,2.90,15.16,11.99,1.08,0.83,15.26,0.51,3.36,89.80%,8.00%,5.90%,10.10%,217.00M,0.86
TARO,73.98,49.94,DOWN,1146331246,Health Care,65.00M,569.40M,1455,2.00,16.22,-,1.84,0.62,-,0.00,1.73,12.30%,3.80%,2.60%,11.40%,37.59M,0.72
TBI,18.39,27.62,UP,646847513,Consumer Discretionary,75.40M,2.32B,6400,2.00,8.93,0.89,0.28,1.32,9.11,0.16,2.22,-,15.80%,9.60%,3.30%,32.43M,1.44
TCS,9.72,10.1,UP,282145781,Consumer Discretionary,74.50M,1.11B,2300,3.00,3.08,0.20,0.23,0.52,19.29,0.43,1.48,83.10%,17.90%,16.00%,6.70%,49.72M,1.46
TDC,22.23,43.24,UP,3251564000,Technology,82.00M,1.86B,7200,2.50,40.76,45.64,1.63,14.04,8.40,2.77,0.74,99.90%,23.80%,18.60%,4.40%,103.50M,0.99
TDG,587.67,634.41,UP,31220450900,Industrials,762.00M,5.20B,13300,2.00,44.92,1.71,6.11,-,39.33,-,13.02,96.60%,-26.70%,9.80%,14.70%,54.40M,1.41
TDOC,200.63,94.35,DOWN,4729629236,Health Care,-9860.40M,2.32B,5100,2.80,-,-,1.95,0.72,26.59,0.26,-61.32,85.10%,-58.40%,-2.00%,-,161.38M,0.97
TDS,18.74,20.37,UP,1935040371,Telecommunications,102.00M,5.36B,8800,2.40,13.47,-,0.26,0.28,137.11,0.71,0.89,95.30%,2.10%,2.90%,1.90%,115.00M,1.09
TDW,8.85,10.62,UP,1559855047,Energy,-101.90M,466.80M,4400,2.00,-,-,3.66,1.73,-,0.00,-2.46,79.70%,-13.80%,-12.90%,-21.80%,46.24M,1.53
TDY,362.39,435.34,UP,18638537168,Industrials,723.90M,5.42B,14500,2.10,26.93,1.16,3.51,2.43,50.25,0.50,15.16,97.20%,7.50%,4.30%,10.60%,46.80M,1.10
TECK,18.97,28.43,UP,16194757500,Basic Materials,3.33B,14.60B,10600,2.10,5.49,-,1.15,0.94,5.12,0.39,6.10,73.50%,18.50%,10.00%,22.80%,522.40M,1.07
TEF,4.06,4.28,UP,19924569561,Telecommunications,271.80M,37.97B,101962,1.50,56.41,3.55,0.55,0.79,18.73,1.97,0.06,1.30%,1.20%,17.30%,0.70%,5.41B,0.61
TEL,120.3,160.59,UP,39178674385,Technology,2.51B,15.74B,89000,-,15.28,1.39,2.35,3.60,44.24,0.40,7.64,99.30%,23.60%,15.70%,16.00%,322.00M,1.31
TEN,10.26,11.28,UP,1641120100,Consumer Discretionary,-179.00M,18.04B,71000,2.80,-,-,0.09,-,-,-,-2.15,83.80%,127.10%,4.50%,-0.40%,83.60M,1.74
TEO,6.34,5.09,DOWN,1774638920,Telecommunications,268.40M,3.14B,22385,3.70,6.73,-,0.32,0.38,5.63,0.45,0.61,2.10%,6.50%,-3.30%,8.50%,431.06M,0.50
TEVA,10.34,7.9,DOWN,9934000848,Health Care,-1054.00M,15.43B,34713,3.00,-,-,0.63,1.10,20.50,2.44,-0.95,45.00%,-10.80%,4.50%,-6.80%,1.11B,1.28
TEX,34.42,43.93,UP,2732340000,Industrials,266.20M,4.19B,8600,2.10,11.18,0.78,0.60,2.80,-,0.80,3.82,92.50%,24.80%,14.10%,6.40%,67.80M,1.67
TFC,47.18,58.5,UP,59764174470,Finance,5.84B,14.81B,50283,2.70,10.09,4.94,3.94,1.08,-,0.58,4.36,75.60%,10.10%,12.60%,39.40%,1.33B,1.07
TFX,403.13,330.89,DOWN,9971839017,Health Care,412.30M,2.79B,14000,2.50,23.45,2.25,3.35,2.46,30.29,0.44,8.71,98.80%,10.80%,9.60%,14.80%,46.91M,1.09
TG,16.19,11.79,DOWN,366840861,Industrials,58.80M,941.50M,2400,-,6.34,0.29,0.41,1.77,-,0.48,1.75,63.20%,31.20%,21.20%,6.30%,33.81M,0.98
TGH,18.62,35.57,UP,1411998692,Consumer Discretionary,288.90M,902.30M,164,1.70,5.13,0.43,1.55,0.69,-,0.00,5.84,68.70%,18.00%,6.30%,33.30%,45.90M,1.37
TGI,11.74,18.27,UP,587005793,Industrials,-22.70M,1.41B,701,2.70,-,-,0.41,-,-,-,-0.35,97.20%,2.80%,10.90%,-1.60%,64.82M,2.65
TGLS,6.59,26.15,UP,981146828,Consumer Discretionary,94.80M,567.90M,6908,1.40,11.95,12.71,1.97,3.96,21.79,0.65,1.99,25.30%,36.30%,17.60%,16.70%,47.67M,1.72
TGNA,13.97,18.66,UP,4631780146,Industrials,523.50M,3.09B,6200,2.30,8.25,0.82,1.40,1.58,7.82,1.12,2.34,92.50%,20.30%,11.60%,16.90%,223.68M,0.75
TGS,5.29,4.44,DOWN,1300771103,Utilities,174.80M,705.10M,829,3.70,8.09,-,1.85,1.24,30.69,0.35,1.12,3.00%,18.40%,9.10%,24.80%,156.35M,0.62
TGT,177.63,231.91,UP,75674080311,Consumer Discretionary,4.22B,107.86B,450000,2.10,18.15,0.93,0.68,6.97,-,1.43,8.81,80.40%,35.20%,27.60%,3.90%,461.50M,1.02
THC,38.98,81.91,UP,4785942954,Health Care,558.00M,19.04B,76836,1.90,8.09,-,0.23,3.59,17.75,12.22,5.08,-,50.70%,14.30%,2.90%,107.92M,2.24
THG,114.55,131.75,UP,5199393126,Finance,325.70M,5.30B,4400,2.30,15.62,1.01,0.97,1.96,8.53,0.30,9.05,88.60%,11.20%,8.50%,6.10%,35.60M,0.73
THO,93.8,104.28,UP,4403657962,Industrials,1.14B,16.31B,32000,2.90,3.88,0.66,0.26,1.21,6.00,0.50,20.60,-,34.10%,21.10%,7.00%,54.30M,1.69
THR,15.54,16.96,UP,593540863,Consumer Discretionary,27.00M,380.00M,1227,1.00,22.89,1.91,1.58,1.53,18.71,0.37,0.80,95.90%,6.90%,5.20%,7.10%,33.40M,1.27
THS,43.35,39.97,DOWN,2821744104,Consumer Staples,-53.80M,4.61B,10000,2.40,-,-,0.58,1.46,11.08,1.04,-0.96,-,-3.00%,1.30%,-1.20%,56.00M,0.46
TIMB,13.7,11.61,DOWN,6129160735,Telecommunications,520.00M,3.75B,9156,2.20,12.20,0.76,1.65,1.30,18.41,0.69,1.07,4.70%,10.70%,9.50%,13.90%,484.09M,0.76
TJX,66.81,75.53,UP,83851244843,Consumer Discretionary,3.36B,49.64B,340000,1.90,25.73,2.36,1.69,15.61,-,0.62,2.80,94.00%,57.30%,36.30%,6.80%,1.17B,0.90
TK,2.37,3.09,UP,398829694,Consumer Discretionary,-298.70M,710.70M,4150,3.00,-,-,0.60,0.82,-,1.16,-2.92,29.90%,-,-11.90%,-,102.35M,0.79
TKC,5.42,3.69,DOWN,2974089228,Telecommunications,294.50M,2.30B,18999,3.00,11.42,0.37,1.42,2.62,4.03,2.02,0.34,4.00%,23.90%,24.60%,12.80%,873.24M,0.67
TKR,75.54,69.61,DOWN,5206986315,Industrials,373.10M,4.42B,18029,2.00,14.56,1.21,1.18,2.53,79.03,0.85,4.98,83.20%,16.80%,11.10%,8.40%,73.18M,1.58
TLK,24.72,29.49,UP,27430327749,Telecommunications,1.60B,9.18B,23756,1.00,16.76,1.61,2.95,3.66,6.65,0.56,1.61,4.00%,23.00%,20.00%,16.30%,990.62M,0.61
TM,153.29,184.08,UP,190091818900,Consumer Discretionary,18.08B,214.75B,372817,2.30,10.49,1.61,1.08,1.00,24.03,1.06,13.08,1.30%,9.40%,3.60%,7.80%,1.37B,0.60
TME,19.37,6.85,DOWN,6152960478,Consumer Discretionary,375.40M,3.97B,5966,2.20,17.41,-,1.63,0.99,7.67,0.12,0.23,49.10%,5.60%,4.10%,9.50%,1.61B,0.62
TMHC,24.84,34.63,UP,2860350689,Consumer Discretionary,1.05B,8.24B,3000,2.70,2.97,0.84,0.34,0.67,3.07,0.62,8.79,-,25.40%,9.40%,12.70%,112.70M,1.69
TMO,471.82,665.45,UP,200245297423,Industrials,7.03B,44.17B,130000,2.00,27.66,6.17,4.33,4.56,29.05,0.72,17.79,90.80%,18.70%,10.80%,17.20%,392.00M,0.83
TMST,4.84,16.46,UP,808703803,Industrials,218.80M,1.45B,1850,3.00,4.58,-,0.59,1.14,4.51,0.03,4.13,82.80%,31.70%,16.50%,15.10%,46.60M,1.74
TNC,69.53,80.89,UP,1089936704,Industrials,50.40M,1.08B,4263,2.00,23.11,1.54,1.07,2.71,-,0.66,2.69,95.30%,11.70%,10.40%,4.70%,18.52M,1.02
TNET,79.24,95.64,UP,4054915466,Consumer Discretionary,377.00M,4.89B,3500,2.40,11.53,1.58,0.85,4.85,16.08,0.00,5.81,95.40%,47.20%,25.60%,7.70%,62.00M,1.13
TNK,11.46,10.69,DOWN,1076345234,Consumer Discretionary,-77.30M,692.60M,1900,1.70,-,-,1.33,1.33,-,0.73,-2.29,38.90%,-9.10%,-13.00%,-11.20%,33.95M,-0.09
TNL,43.34,54.77,UP,3200419792,Consumer Discretionary,377.00M,3.54B,16800,2.00,8.28,0.45,0.84,-,13.85,-,4.40,98.00%,-44.20%,11.10%,10.60%,83.00M,1.71
TOL,42.66,71.78,UP,4876340574,Consumer Discretionary,1.02B,9.60B,5100,2.80,5.05,1.41,0.50,0.89,10.77,0.60,8.46,88.10%,19.00%,8.10%,10.60%,115.33M,1.37
TPB,43.02,37.2,DOWN,408713768,Consumer Discretionary,39.40M,416.90M,426,2.30,11.42,2.00,0.97,3.09,18.07,0.00,1.97,88.00%,30.50%,14.40%,9.50%,17.75M,0.53
TPC,12.78,12.3,DOWN,383128375,Industrials,-39.90M,4.03B,7800,2.30,-,-,0.10,0.25,3.52,0.62,-0.78,68.40%,-2.50%,7.60%,-1.00%,51.28M,1.48
TPH,17.09,27.65,UP,1694849925,Consumer Discretionary,520.50M,4.04B,1390,2.40,3.33,-,0.41,0.64,-,0.51,5.01,-,20.90%,12.00%,12.90%,101.24M,1.40
TPL,756.56,1245.98,UP,17798373242,Energy,379.70M,594.50M,92,2.50,55.37,2.76,34.62,32.54,171.50,0.00,49.03,58.30%,57.80%,41.30%,63.90%,7.73M,1.98
TPR,32.71,40.81,UP,7662083760,Consumer Discretionary,856.30M,6.68B,12600,2.00,10.16,0.68,1.14,3.48,15.42,0.74,3.15,93.00%,31.40%,23.40%,12.80%,248.10M,1.39
TPX,26.46,46.99,UP,4663891933,Consumer Discretionary,574.70M,5.17B,12000,2.20,9.93,1.63,0.97,-,24.65,-,2.95,-,642.40%,26.40%,11.10%,174.10M,1.74
TR,28.15,35.4,UP,2767119460,Consumer Staples,68.80M,636.20M,2000,-,39.98,4.44,4.47,3.60,132.29,0.01,1.00,30.60%,9.00%,6.00%,10.80%,68.94M,0.10
TRC,14.37,19.03,UP,447975831,Finance,7.20M,58.20M,90,-,63.15,4.21,7.94,1.02,-,0.11,0.27,63.00%,1.60%,-0.80%,12.40%,26.48M,0.66
TRGP,26.16,51.5,UP,15544104106,Utilities,210.80M,20.92B,2430,1.70,91.70,2.85,0.77,7.85,10.77,3.61,0.78,89.40%,10.60%,9.70%,1.00%,227.80M,2.33
TRN,26.23,29.52,UP,2339939842,Industrials,41.40M,1.63B,5845,2.40,58.10,5.81,1.45,2.39,225.40,5.46,0.51,91.10%,16.00%,3.70%,10.00%,81.70M,1.40
TRNO,55.98,85.11,UP,4320153365,Real Estate,169.60M,247.30M,34,2.20,24.82,2.48,17.25,2.00,318.31,0.34,2.28,-,8.50%,3.20%,68.60%,75.25M,0.81
TROX,14.36,23.72,UP,1868255046,Industrials,595.00M,3.69B,6500,2.30,3.27,0.47,0.51,0.84,126.35,1.13,3.76,68.40%,27.60%,9.30%,16.10%,154.55M,1.79
TRTN,47.36,59.72,UP,3795666595,Consumer Discretionary,666.30M,1.82B,237,2.50,6.22,0.62,2.11,1.58,-,3.31,10.17,67.30%,27.80%,6.90%,36.60%,63.46M,1.45
TRU,95.85,119.16,UP,11389533500,Finance,204.30M,3.46B,10200,2.20,50.84,4.92,3.14,2.55,-,1.45,1.06,-,30.90%,4.60%,35.80%,192.60M,1.29
TRV,135.65,156.81,UP,43230087937,Finance,3.33B,36.30B,30800,2.80,13.45,2.52,1.20,2.18,7.32,0.37,13.69,86.00%,13.70%,11.10%,9.20%,235.40M,0.67
TS,16.02,20.72,UP,18549187613,Industrials,1.84B,8.98B,22776,1.90,10.73,0.49,2.17,1.56,59.63,0.07,3.12,12.00%,15.10%,4.20%,20.50%,590.27M,1.50
TSE,49.76,52.43,UP,655911976,Industrials,135.00M,5.38B,3100,2.60,6.97,-,0.15,0.96,5.24,2.51,3.50,98.20%,28.30%,11.70%,5.00%,36.30M,1.38
TSM,111.7,120.42,UP,320577287940,Technology,23.64B,58.25B,52045,1.70,13.77,0.64,5.51,4.20,45.98,0.37,4.56,17.00%,33.70%,20.00%,40.60%,5.19B,0.95
TSN,63.5,86.32,UP,24659645675,Consumer Staples,4.05B,52.36B,137000,2.60,6.03,0.80,0.46,1.25,32.37,0.43,11.15,86.90%,21.80%,12.60%,7.70%,359.00M,0.72
TSQ,6.61,12.51,UP,128650110,Consumer Discretionary,20.50M,444.00M,2340,1.30,7.78,0.65,0.32,2.46,3.71,0.00,1.06,67.60%,41.40%,9.90%,4.60%,16.99M,1.54
TT,143.98,200.82,UP,37016848739,Industrials,1.52B,14.84B,37000,3.00,26.26,1.97,2.61,6.85,202.68,0.85,6.38,86.90%,24.40%,15.20%,10.10%,233.80M,1.05
TTC,93.4,99.45,UP,10961075596,Consumer Discretionary,385.90M,4.30B,9520,2.70,29.65,2.91,2.62,8.80,109.02,0.82,3.64,89.50%,32.30%,23.30%,9.00%,104.83M,0.77
TTE,42.38,49.97,UP,138559569900,Energy,22.96B,254.66B,101309,2.10,6.64,-,0.59,1.29,5.03,0.52,8.72,7.40%,19.90%,8.20%,9.00%,2.62B,0.83
TTI,1.01,2.76,UP,637429472,Energy,11.30M,479.40M,1100,1.70,49.43,1.70,1.42,5.44,-,1.49,0.09,62.40%,8.20%,-7.10%,1.80%,128.41M,2.67
TTM,12.76,31.33,UP,19233102931,Consumer Discretionary,-,2839.82B,73608,2.50,-,-,0.01,0.05,-,-,-1.92,4.74%,-,-,-,664.25M,-
TUP,31.96,15.22,DOWN,343685911,Industrials,86.80M,1.46B,10000,2.30,3.02,0.25,0.15,-,-,-,1.67,69.70%,28.60%,37.40%,-4.20%,45.50M,2.39
TV,8.32,9.34,UP,2987569403,Industrials,252.40M,4.30B,37463,2.30,11.76,1.06,0.68,0.42,-,0.84,0.44,42.00%,49.20%,7.10%,71.10%,564.91M,1.30
TWI,4.82,11.02,UP,949606459,Industrials,129.90M,2.07B,7500,3.00,7.29,0.29,0.45,3.13,27.77,1.64,2.05,80.80%,54.40%,9.70%,6.30%,62.67M,2.31
TWLO,334.59,265.35,DOWN,13620872831,Industrials,-1059.90M,3.40B,8510,2.10,-,-,2.44,0.77,-,0.09,-5.89,85.50%,-9.70%,-7.50%,-31.20%,182.35M,1.46
TWO,24.72,23.32,DOWN,1229654856,Real Estate,221.60M,615.40M,105,2.80,23.81,7.15,8.18,2.82,68.47,5.31,0.61,65.40%,11.40%,1.70%,36.00%,344.28M,1.67
TX,29.39,42.92,UP,5655624174,Industrials,3.77B,17.66B,20142,2.50,1.59,1.59,0.34,0.51,3.44,0.11,19.23,14.50%,34.80%,31.60%,21.40%,196.31M,1.43
TXT,46.38,77.17,UP,14475106498,Industrials,843.00M,12.55B,33000,-,17.83,1.16,1.15,2.16,14.30,0.53,3.87,89.90%,12.30%,6.90%,6.70%,211.31M,1.52
TYL,431.61,538.12,UP,13539629234,Technology,187.90M,1.83B,7176,2.00,65.28,9.07,6.77,4.73,36.05,0.42,4.43,92.00%,7.70%,5.00%,10.30%,41.60M,0.84
U,144.08,145.92,UP,8788721614,Technology,-658.50M,1.22B,5864,2.00,-,-,6.23,3.22,862.77,0.75,-2.26,77.80%,-29.20%,-13.00%,-54.00%,296.85M,-
UA,15.06,17.99,UP,2979518370,Consumer Discretionary,-,5.68B,7100,3.00,15.06,0.69,0.62,1.90,-,-,0.48,70.26%,-,-,-,232.10M,-
UAA,17.35,21.04,UP,3398335314,Consumer Discretionary,171.20M,5.72B,7100,2.60,23.07,3.94,0.61,2.19,16.53,0.39,0.36,84.90%,9.10%,24.50%,3.00%,458.42M,1.42
UAN,15.23,83.04,UP,1276812150,Industrials,252.90M,812.30M,296,3.00,5.04,0.63,1.57,3.78,5.11,0.00,23.79,16.60%,67.20%,13.30%,31.10%,10.57M,1.44
UBA,13.75,21.2,UP,753391025,Real Estate,25.30M,141.10M,57,2.30,29.26,4.95,5.31,2.06,27.33,0.89,0.64,73.80%,7.10%,7.80%,17.90%,38.95M,1.10
UBER,51.14,42.66,DOWN,52378735293,Technology,-10063.00M,25.55B,29300,1.80,-,-,1.92,8.17,-,0.00,-5.17,74.10%,-57.50%,-6.90%,-24.70%,1.99B,1.13
UBS,14.29,17.92,UP,50472128080,Finance,7.33B,11.18B,72009,1.50,7.81,0.88,5.18,0.95,2.47,2.83,2.11,57.12%,12.60%,1.60%,65.50%,3.22B,1.11
UDR,36.85,59.88,UP,12961445971,Real Estate,155.50M,1.47B,1219,2.30,76.65,-,8.38,3.14,41.05,1.44,0.49,-,4.30%,2.50%,10.60%,324.70M,0.70
UE,12.61,18.86,UP,1655905861,Real Estate,91.30M,433.50M,116,2.20,18.55,4.31,3.88,1.72,-,0.00,0.77,-,9.30%,5.50%,21.10%,117.36M,1.51
UGI,34.79,45.9,UP,7395352390,Utilities,1.35B,9.61B,5800,2.50,5.65,0.82,0.76,1.27,34.98,1.15,6.23,85.10%,24.30%,14.90%,14.10%,210.19M,1.07
UGP,4.58,2.6,DOWN,2825925562,Energy,228.20M,24.26B,16643,2.60,12.79,0.53,0.11,0.27,-,1.63,0.21,3.30%,16.50%,5.70%,1.30%,1.09B,1.20
UHS,135.28,130.75,DOWN,8483521498,Health Care,738.90M,13.23B,68300,2.90,11.64,2.73,0.62,1.43,58.92,0.80,9.72,-,15.50%,10.10%,7.10%,73.68M,1.29
UI,270.76,310.29,UP,20850961236,Technology,378.70M,1.69B,1377,3.20,46.75,1.96,10.28,-,83.36,-,6.12,4.30%,-228.10%,98.20%,22.40%,60.49M,1.37
UIS,19.67,20.77,UP,582961638,Technology,-224.30M,1.99B,16300,1.50,-,-,0.28,-,11.11,-,-3.33,99.90%,131.30%,39.90%,-11.30%,67.69M,0.88
UL,60.53,53.58,DOWN,115200226647,Consumer Discretionary,5.76B,55.62B,148000,2.60,20.72,3.00,2.14,5.95,-,1.69,2.23,10.30%,-,14.30%,-,2.56B,0.42
UMC,8.01,11.64,UP,14841098000,Technology,2.02B,7.11B,19426,3.30,7.80,0.23,2.27,0.05,8.65,0.18,0.82,5.10%,-,12.30%,-,2.50B,1.10
UMH,14.35,26.79,UP,964735331,Real Estate,-20.80M,189.10M,430,1.60,-,-,5.06,3.06,-,2.85,-0.38,78.90%,-7.60%,4.40%,-11.00%,54.22M,1.24
UNF,210,209.39,DOWN,3408486190,Consumer Discretionary,103.40M,2.00B,14000,2.70,33.29,3.33,1.67,1.78,-,0.00,5.46,98.70%,5.40%,5.50%,5.20%,18.77M,0.94
UNFI,16.88,50.23,UP,2484687827,Consumer Discretionary,249.00M,28.93B,30300,2.50,10.75,1.68,0.09,1.43,32.30,1.21,4.08,93.80%,14.50%,9.10%,0.90%,58.30M,1.05
UNH,349.5,504.43,UP,518286486399,Health Care,19.43B,315.12B,350000,1.80,26.70,1.88,1.64,7.01,37.60,0.71,20.41,90.30%,24.30%,16.50%,5.50%,937.00M,0.76
UNM,22.09,24.66,UP,9147018797,Finance,1.11B,11.97B,10100,2.90,8.33,0.56,0.76,0.94,7.07,0.35,5.46,88.80%,10.40%,6.80%,9.30%,201.15M,1.13
UNP,203.01,249.54,UP,121121905608,Industrials,7.07B,24.43B,30582,2.30,17.50,1.60,4.95,10.37,43.16,2.85,11.21,81.90%,56.00%,16.80%,28.90%,620.40M,1.12
UNVR,18.41,28.1,UP,4258253986,Industrials,584.90M,10.89B,9450,2.00,8.34,0.55,0.43,1.86,38.42,0.98,3.41,-,24.10%,9.80%,5.30%,168.40M,1.63
UP,10.08,4.43,DOWN,421714438,Consumer Discretionary,-315.90M,1.40B,2130,2.20,-,-,0.28,0.67,-,0.00,-1.30,57.30%,-45.80%,-28.20%,-22.60%,244.09M,-
UPH,10.83,2.37,DOWN,79172590,Technology,-335.20M,158.70M,20,2.00,-,-,0.45,0.24,-,0.44,-2.27,10.40%,-88.30%,-85.80%,-,144.62M,-
UPS,163.8,213.9,UP,145481930396,Consumer Discretionary,11.19B,101.08B,534000,2.40,13.25,2.67,1.46,9.07,20.49,1.26,12.77,72.80%,74.20%,25.20%,10.60%,874.00M,1.09
URI,229.65,329.89,UP,22005442718,Consumer Discretionary,1.95B,11.12B,20400,2.30,11.88,0.56,1.98,3.55,6.09,1.56,27.18,94.90%,31.80%,11.60%,17.50%,69.85M,1.86
USAC,13.25,16.97,UP,1781051902,Energy,-29.20M,653.40M,697,3.20,-,-,2.74,-,-,-,-0.30,23.30%,-144.50%,6.70%,-3.60%,97.97M,1.54
USB,46.12,56.15,UP,63368688794,Finance,6.23B,15.33B,68796,2.60,10.38,2.13,4.18,1.55,4.33,0.70,4.19,77.10%,15.10%,14.40%,45.00%,1.49B,0.98
USFD,32.44,34.73,UP,6710436086,Consumer Discretionary,159.00M,32.15B,28000,2.10,42.04,1.47,0.21,1.75,-,1.37,0.70,-,4.30%,3.90%,0.50%,224.00M,1.39
USM,30.91,31.67,UP,2657636476,Telecommunications,131.00M,4.12B,4800,2.30,15.06,1.39,0.48,0.43,6.92,0.68,1.52,27.30%,2.90%,2.10%,3.20%,86.00M,0.70
USPH,118.77,98.02,DOWN,1159978654,Health Care,37.90M,528.10M,3158,1.80,29.90,2.49,2.10,3.70,28.80,0.50,2.93,-,12.70%,13.90%,7.20%,13.00M,1.32
USX,6.62,5.9,DOWN,120185997,Industrials,-20.20M,2.09B,8689,3.70,-,-,0.05,0.40,-,1.57,-0.40,53.20%,-7.40%,2.70%,-1.00%,51.22M,1.82
UTL,43.4,46.47,UP,848436030,Utilities,40.90M,529.40M,513,2.70,19.87,2.80,1.48,1.78,-,0.60,2.56,77.40%,-,6.50%,-,16.04M,0.48
UTZ,21.84,15.92,DOWN,1309976055,Consumer Staples,11.10M,1.30B,3469,2.70,128.03,12.55,1.74,1.86,-,1.32,0.13,86.20%,-,0.20%,-,80.17M,0.73
UVE,15.1,16.82,UP,307467210,Finance,-95.50M,1.19B,1047,3.00,-,-,0.26,0.87,2.60,0.28,-3.10,69.60%,2.70%,3.60%,1.00%,30.83M,0.98
UVV,48.82,54.61,UP,1246107559,Consumer Staples,87.10M,2.18B,25000,-,15.64,-,0.62,1.02,-,0.73,3.49,85.10%,6.60%,6.00%,4.00%,24.77M,0.61
UWMC,12.95,6.03,DOWN,304573148,Finance,72.50M,2.79B,8000,3.10,6.83,-,2.29,2.64,1.13,47.91,0.58,38.40%,52.60%,13.50%,2.60%,1.59B,-
V,217.76,217.87,UP,435284340842,Consumer Discretionary,13.45B,26.94B,21500,1.80,32.84,1.96,15.39,12.75,33.77,0.73,6.09,97.70%,40.40%,21.70%,49.90%,2.08B,0.95
VAC,132.85,168.64,UP,5849681975,Consumer Discretionary,265.00M,4.37B,20300,1.70,24.06,0.67,1.25,2.06,13.28,1.67,5.69,87.60%,4.70%,3.60%,3.10%,41.30M,2.10
VALE,17.4,14.08,DOWN,58485862962,Basic Materials,21.12B,45.16B,74316,2.40,3.12,-,1.42,1.82,-,0.37,4.46,22.20%,58.00%,43.10%,45.60%,4.55B,0.83
VAPO,28.26,21,DOWN,47788069,Health Care,-97.70M,95.00M,510,2.20,-,-,0.18,1.37,-,7.06,-3.71,58.10%,-180.50%,-50.50%,-,26.57M,0.05
VATE,3.07,3.71,UP,58045812,Consumer Discretionary,-45.10M,1.59B,3902,-,-,-,0.04,-,0.30,-,-0.58,35.80%,263.10%,-5.30%,-15.40%,77.50M,2.17
VEEV,274.26,260.01,DOWN,26148613711,Health Care,393.70M,2.00B,5482,2.00,61.98,4.66,13.65,8.19,36.84,0.00,2.77,94.70%,13.10%,14.40%,19.70%,154.95M,0.81
VEL,6.13,13.51,UP,312164732,Finance,26.20M,216.60M,215,1.70,9.55,-,1.31,0.76,5.72,8.13,0.88,97.50%,8.20%,5.10%,12.10%,31.92M,-
VGR,8.24,11.3,UP,1653994213,Health Care,127.60M,1.31B,500,1.50,13.05,1.45,1.29,-,-,-,0.84,64.80%,-,42.40%,-,152.70M,1.14
VHC,5.08,2.69,DOWN,92916327,Miscellaneous,-20.70M,0.04M,24,-,-,-,2674.29,0.52,-,0.00,-0.29,20.70%,-11.20%,-,-,71.25M,1.15
