Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
FLXS,32.78,26.95,DOWN,81355537,Consumer Discretionary,-2.20M,502.30M,1800,-,-,-,0.16,0.60,1.41,0.23,-0.31,43.80%,-1.60%,1.50%,-0.40%,5.31M,0.64
FMAO,23.03,32.75,UP,396497810,Finance,32.70M,94.10M,392,3.00,11.34,-,4.09,1.32,21.73,0.16,2.52,23.80%,11.60%,16.20%,35.20%,12.98M,0.41
FMBH,33.85,42.65,UP,738421998,Finance,69.10M,201.50M,1025,1.70,10.04,1.12,3.65,1.16,13.53,0.20,3.52,35.10%,10.00%,18.40%,31.80%,20.45M,0.87
FMNB,13.27,18.39,UP,471390400,Finance,52.90M,135.70M,550,2.70,9.00,0.50,3.51,1.49,11.04,0.27,1.57,41.50%,13.60%,16.60%,39.20%,33.85M,0.83
FNCB,6.43,9.1,UP,150612818,Finance,19.50M,56.50M,204,-,8.13,-,2.68,1.25,13.63,0.08,0.98,14.70%,13.50%,25.60%,35.20%,19.68M,0.33
FNGR,9.02,7.24,DOWN,315789435,Consumer Discretionary,-5.60M,21.40M,68,-,-,-,12.56,132.20,-,2.50,-0.13,1.00%,-133.50%,-95.40%,-26.00%,42.81M,0.67
FNHC,5.88,1.4,DOWN,5534327,Finance,-127.60M,235.00M,341,3.00,-,-,0.01,0.17,-,8.43,-7.32,26.20%,-210.00%,-52.90%,-54.30%,17.46M,2.33
FNKO,10.05,19.01,UP,960701814,Consumer Discretionary,48.10M,1.23B,1242,2.10,9.56,3.54,0.41,1.13,-,0.59,1.07,62.50%,14.20%,15.70%,3.90%,43.74M,1.83
FNLC,25.86,31.21,UP,342068756,Finance,39.30M,86.00M,267,-,8.70,-,3.89,1.49,11.08,0.00,3.56,48.30%,15.70%,24.00%,43.10%,10.93M,0.51
FNWB,15.62,20.25,UP,150169517,Finance,14.50M,66.00M,288,2.00,9.64,-,2.31,0.83,26.69,0.00,1.58,56.00%,8.00%,23.30%,21.90%,9.10M,0.77
FOCS,43.47,59.92,UP,2280877925,Finance,70.40M,2.05B,4400,1.90,30.01,1.91,1.21,2.09,10.02,2.45,1.08,-,8.00%,2.50%,3.40%,65.39M,1.33
FOLD,21.78,11.67,DOWN,2817607041,Health Care,-281.00M,321.10M,496,2.10,-,-,8.69,17.47,-,2.25,-0.99,-,-102.50%,-30.90%,-87.50%,291.97M,0.85
FONR,18.32,14.58,DOWN,107177034,Health Care,11.70M,97.60M,484,-,10.12,-,1.12,0.77,10.16,0.01,1.66,47.40%,8.00%,10.90%,12.00%,6.94M,0.75
FORM,42.7,45.57,UP,1556537503,Technology,90.40M,786.90M,2293,2.10,17.22,0.86,1.95,1.85,18.55,0.02,1.14,97.40%,11.50%,9.90%,12.00%,77.90M,1.14
FORR,41.41,59.35,UP,803613200,Consumer Discretionary,30.60M,525.10M,1781,1.70,21.28,1.33,1.22,3.03,10.07,0.00,1.59,57.30%,15.00%,10.90%,5.80%,18.87M,1.01
FORTY,83.9,122,UP,1228630070,Technology,78.00M,2.55B,20333,-,15.07,-,0.46,2.15,-,1.23,5.05,3.90%,14.60%,13.20%,3.10%,15.32M,1.02
FOSL,8.54,10.33,UP,221302430,Consumer Discretionary,10.50M,1.84B,6900,3.00,21.09,1.42,0.11,0.51,-,0.63,0.18,77.90%,2.40%,8.80%,0.60%,51.71M,1.72
FOX,28.41,34.75,UP,14854895479,Industrials,-,14.12B,10600,-,13.00,1.41,1.10,1.30,-,-,2.11,56.24%,-,-,-,240.22M,-
FOXA,28.81,37.53,UP,15771020292,Industrials,1.21B,13.97B,10600,2.40,13.82,4.62,1.06,1.43,15.70,0.64,2.11,-,10.20%,10.60%,8.20%,557.04M,0.83
FOXF,103.41,167.71,UP,3739195125,Consumer Discretionary,183.10M,1.47B,4200,1.90,20.86,1.39,2.57,3.80,-,0.41,4.32,-,19.80%,13.50%,12.40%,42.22M,1.69
FPAY,2.38,2.31,DOWN,35648636,Consumer Discretionary,11.90M,127.50M,137,2.00,3.83,-,0.25,5.50,-,13.12,0.40,21.10%,-283.60%,17.70%,9.30%,21.61M,0.83
FRBA,9.51,14.4,UP,306652875,Finance,35.00M,98.30M,208,2.00,8.50,-,2.99,1.07,13.80,0.11,1.77,45.70%,12.70%,23.90%,34.50%,19.59M,0.78
FRBK,2.8,3.74,UP,181698108,Finance,21.70M,147.80M,525,3.00,9.58,-,1.19,0.50,2.52,0.03,0.28,53.00%,6.80%,34.30%,14.70%,58.93M,0.96
FREE,10.8,10.68,DOWN,143969722,Miscellaneous,12.50M,525.80M,745,1.70,11.19,-,0.28,0.44,-,1.32,0.31,71.70%,3.80%,3.50%,2.40%,41.92M,0.41
FREQ,33.55,5.5,DOWN,61708558,Health Care,-91.30M,0.00M,74,1.70,-,-,-,0.82,-,0.16,-2.63,25.00%,-75.10%,-57.60%,-,34.98M,-
FRG,29.64,52.55,UP,1229020038,Miscellaneous,236.80M,4.00B,9119,1.80,4.20,0.28,0.24,1.27,-,2.09,5.77,80.90%,49.30%,9.90%,9.00%,40.36M,1.71
FRGI,10.71,11.04,UP,173908457,Consumer Discretionary,-18.20M,372.00M,4480,2.00,-,-,0.48,1.10,222.75,0.00,-0.73,-,3.00%,-5.00%,1.20%,24.95M,1.89
FRHC,49.97,69.89,UP,3296256856,Finance,223.60M,674.90M,2810,-,15.19,-,5.09,5.53,-,1.88,3.77,1.00%,-,21.00%,-,59.54M,1.14
FRLN,17.83,2,DOWN,46935990,Health Care,-116.70M,-,235,1.60,-,-,-,0.53,-,0.00,-2.84,58.50%,-96.90%,-,-,64.53M,-
FRME,37,41.49,UP,2656220543,Finance,198.10M,524.00M,1821,1.50,12.61,1.80,5.06,1.34,18.65,0.00,3.51,75.70%,10.90%,18.50%,39.10%,59.03M,1.12
FROG,60.37,31.03,DOWN,2523043285,Technology,-86.60M,244.40M,1000,2.20,-,-,8.59,3.26,437.62,0.00,-0.89,66.40%,-13.60%,-10.20%,-35.40%,98.96M,-
FRPH,45.43,57.38,UP,575815346,Finance,1.10M,35.20M,14,-,492.00,-,15.38,1.33,-,0.45,0.12,47.40%,0.30%,-1.40%,3.10%,9.38M,0.56
FRST,11.97,15.01,UP,320453107,Finance,22.30M,115.90M,418,1.00,13.62,-,2.63,0.76,30.74,0.24,0.90,81.60%,6.50%,18.00%,22.80%,24.56M,0.82
FRSX,4.32,1.74,DOWN,39195150,Technology,-,0.37M,68,2.00,-,-,93.82,0.92,-,-,-0.20,4.29%,-,-,-,64.57M,-
FRTX,36.96,10.63,DOWN,5431794,Health Care,-29.90M,4.60M,16,1.70,-,-,1.08,0.30,-,0.00,-13.65,11.60%,-156.10%,-160.00%,-,2.87M,0.20
FSBW,27.68,33.98,UP,225352910,Finance,-,116.33M,538,2.30,8.07,1.15,1.99,1.06,-,0.22,3.75,69.00%,-,25.80%,-,7.78M,1.03
FSFG,21.67,25.97,UP,161382762,Finance,16.40M,71.00M,550,2.00,9.73,-,2.27,0.94,1.52,0.30,2.30,32.30%,11.50%,24.40%,28.90%,7.07M,0.65
FSLR,101.24,88.04,DOWN,15645949957,Technology,94.80M,2.52B,4800,2.20,167.14,29.63,6.09,2.69,-,0.04,0.88,80.90%,1.60%,7.80%,3.80%,106.60M,1.26
FSTR,14.66,13.61,DOWN,109513269,Industrials,2.40M,473.30M,991,2.00,51.28,5.13,0.26,0.67,-,0.27,0.22,69.90%,1.30%,1.60%,0.50%,10.71M,1.02
FSTX,9.2,5.07,DOWN,121090296,Health Care,-37.10M,20.80M,84,2.70,-,-,4.81,1.47,-,0.14,-1.75,47.90%,-42.80%,-28.50%,-,21.57M,1.05
FTAI,19.24,24.43,UP,1706333498,Consumer Discretionary,-158.00M,579.90M,600,1.50,-,-,2.93,66.58,-,79.70,-1.59,76.40%,-71.80%,-3.60%,-80.90%,99.38M,1.83
FTDR,49.58,36.51,DOWN,1818848296,Consumer Discretionary,117.00M,1.65B,2081,2.50,16.79,0.63,1.16,331.57,15.32,102.83,1.38,-,936.00%,20.30%,7.10%,82.10M,0.66
FTEK,3.93,1.37,DOWN,35143705,Industrials,-0.90M,25.90M,73,2.00,-,-,1.42,0.84,-,0.00,-0.03,16.50%,-2.00%,0.10%,-3.60%,30.30M,4.37
FTFT,1.73,1.53,DOWN,34729220,Technology,-13.40M,35.20M,71,-,-,-,0.95,0.39,-,0.00,-0.20,0.60%,-21.20%,-16.10%,-48.40%,70.07M,1.10
FTHM,36.31,20.49,DOWN,83929542,Finance,-18.70M,414.70M,244,1.70,-,-,0.18,1.03,-,0.09,-1.20,24.80%,-26.30%,-13.70%,-4.50%,16.04M,-
FTNT,29.11,71.96,UP,45125887205,Technology,674.00M,3.82B,11508,1.80,58.72,2.50,10.02,-,34.69,-,0.81,70.60%,156.30%,35.90%,17.70%,795.40M,1.16
FULC,12.42,17.05,UP,289336017,Health Care,-104.20M,14.50M,104,1.70,-,-,18.76,1.43,-,0.00,-2.62,93.50%,-52.60%,-38.30%,-,52.04M,-
FULT,12.69,16.98,UP,3055097782,Finance,256.80M,774.70M,3200,2.80,11.71,1.46,3.96,1.30,-,0.24,1.57,66.50%,10.60%,19.70%,33.10%,167.40M,0.82
FUNC,15.6,18.55,UP,127161052,Finance,25.60M,59.90M,273,2.00,4.75,-,2.05,0.92,12.03,0.23,3.85,34.30%,16.20%,27.10%,36.80%,6.65M,0.75
FUSN,11.63,4.49,DOWN,107174614,Health Care,-75.60M,2.10M,86,1.60,-,-,40.58,0.43,-,0.05,-1.75,64.60%,-33.90%,-35.40%,-,43.36M,-
FUTU,48.94,43.02,DOWN,4973476012,Finance,296.50M,856.40M,2318,1.50,20.41,2.26,6.58,2.30,-,0.22,1.97,37.00%,11.30%,8.80%,34.60%,142.43M,0.31
FUV,13.27,8.25,DOWN,32234072,Consumer Discretionary,-64.90M,4.40M,289,2.50,-,-,6.42,0.54,-,0.24,-1.70,18.30%,-119.20%,-81.70%,-,39.57M,2.28
FVCB,14.64,19.68,UP,282628926,Finance,26.60M,71.30M,126,2.50,11.21,-,4.00,1.43,21.44,0.10,1.80,38.90%,11.30%,22.80%,32.20%,13.97M,0.31
FWBI,270,42,DOWN,2741349,Health Care,-57.10M,-,17,2.00,-,-,-,-,-,-,-146.26,0.80%,597.30%,-,-,2.31M,1.82
FWONA,36.85,59.44,UP,12192410044,Consumer Discretionary,-123.00M,2.56B,6800,2.20,-,-,11.20,1.86,201.88,0.53,-2.47,92.40%,-1.90%,0.80%,-4.80%,232.88M,1.07
FWP,7.43,5.93,DOWN,21982670,Health Care,-1.90M,-,4,-,-,-,-,0.31,-,0.00,-0.27,13.10%,-2.50%,-,-,7.02M,1.36
FWRD,76.4,120.28,UP,2858027252,Consumer Discretionary,187.30M,1.95B,4035,2.00,15.54,1.18,1.48,4.35,-,0.25,6.95,-,-,15.70%,-,26.78M,1.15
GABC,32.82,38.83,UP,1159176001,Finance,73.60M,188.10M,894,3.00,15.02,1.67,6.23,2.05,13.15,0.01,2.65,41.60%,11.60%,20.40%,39.20%,29.48M,0.70
GAIA,9.89,8.74,DOWN,49934846,Consumer Discretionary,3.20M,83.80M,150,2.50,14.22,0.95,0.55,0.52,-,0.00,0.16,43.00%,3.30%,4.10%,3.50%,20.79M,0.71
GALT,2.22,2.11,DOWN,83790667,Health Care,-35.40M,-,9,2.00,-,-,-,-,-,-,-0.60,12.00%,764.80%,-,-,59.39M,1.74
GAN,20.28,9.39,DOWN,85413084,Technology,-64.10M,135.20M,682,2.20,-,-,0.52,0.40,-,0.00,-1.52,34.70%,-30.20%,-13.80%,-47.40%,42.30M,1.92
GASS,2.39,2.11,DOWN,119954848,Consumer Discretionary,-17.70M,148.70M,618,2.00,-,-,0.80,0.24,2.49,0.59,-0.47,45.90%,-3.50%,-4.00%,-11.90%,37.86M,0.97
GBIO,30.08,7.13,DOWN,299186901,Health Care,-135.70M,-,150,2.00,-,-,-,1.14,-,0.00,-2.40,99.20%,-37.00%,-,-,57.15M,-
GCBC,25.25,36.4,UP,566227165,Finance,29.90M,66.50M,191,-,19.57,-,8.70,3.71,19.29,0.31,3.51,12.50%,18.30%,24.10%,43.30%,8.51M,0.25
GDEN,19.26,50.57,UP,1211478948,Consumer Discretionary,105.40M,1.13B,6300,1.90,13.42,0.89,1.08,3.78,5.32,2.84,3.27,74.40%,32.60%,12.40%,9.40%,28.88M,2.42
GDRX,41.65,33.12,DOWN,2129857166,Technology,-47.10M,803.50M,756,2.70,-,-,2.59,2.61,11.89,0.81,-0.12,84.80%,-5.70%,-0.10%,-5.90%,412.13M,-
GDS,93.86,46.9,DOWN,1607324036,Technology,-226.10M,1.21B,1878,2.00,-,-,1.80,0.62,-,1.69,-1.24,47.60%,-6.80%,0.60%,-18.80%,182.88M,0.65
GDYN,12.33,37.98,UP,698302193,Technology,-20.00M,273.20M,3763,1.90,-,-,2.88,3.09,38.13,0.00,-0.30,64.50%,-8.30%,-2.30%,-7.30%,67.14M,0.81
GEG,2.75,2.13,DOWN,61539713,Health Care,-14.90M,68.00M,381,3.00,-,-,0.88,1.56,2.05,3.14,-0.56,58.80%,-39.00%,-3.10%,-21.90%,30.02M,1.04
GENE,4.5,1.88,DOWN,18314030,Health Care,-4.60M,4.30M,52,-,-,-,3.88,1.65,-,0.04,-0.30,1.40%,-38.10%,-44.20%,-,15.39M,2.01
GEOS,8.78,6.72,DOWN,52084964,Industrials,-19.90M,82.80M,649,-,-,-,0.68,0.45,-,0.00,-1.53,56.20%,-14.70%,-12.20%,-24.00%,13.01M,1.43
GERN,1.63,1.25,DOWN,835924261,Health Care,-116.90M,1.30M,69,1.60,-,-,630.23,6.00,-,0.36,-0.34,52.30%,-90.40%,-64.70%,-,403.87M,0.76
GEVO,4.33,4.42,UP,530299220,Health Care,-59.70M,0.50M,99,1.70,-,-,1058.21,0.72,-,0.14,-0.29,54.60%,-10.40%,-9.40%,-,235.17M,3.10
GGAL,8.28,9.74,UP,1136987532,Finance,202.90M,2.47B,9275,3.60,5.65,-,0.70,0.45,-,0.67,1.38,9.80%,8.90%,13.90%,8.20%,147.47M,1.69
GGE,1.71,2.03,UP,106471994,Real Estate,-0.10M,14.30M,139,-,2290.00,-,6.06,0.44,-,0.54,0.00,0.02%,0.00%,2.10%,-0.70%,40.47M,1.96
GH,127.04,100.23,DOWN,5080864435,Health Care,-551.10M,408.10M,1373,1.70,-,-,11.80,15.08,-,3.56,-5.41,93.70%,-99.90%,-21.70%,-,102.05M,0.63
GHSI,3.05,0.68,DOWN,10484457,Health Care,-21.90M,11.40M,13,2.00,-,-,0.91,0.37,-,0.00,-0.81,7.30%,-74.80%,-111.00%,-,61.55M,0.85
GIFI,3.2,3.97,UP,75635195,Industrials,-5.10M,110.00M,960,-,-,-,0.69,0.77,-,0.00,-0.32,57.40%,-4.90%,-4.20%,-4.60%,15.84M,0.66
GIGM,3.06,2.23,DOWN,13594249,Technology,-3.90M,5.70M,123,-,-,-,2.38,0.28,-,0.00,-0.36,4.50%,-8.20%,-7.80%,-71.30%,11.05M,0.31
GIII,23.21,27.63,UP,930500574,Consumer Discretionary,222.10M,3.06B,2900,2.50,4.19,-,0.29,0.57,-,0.36,4.50,94.50%,14.40%,11.90%,7.30%,48.00M,2.52
GILD,60.11,73.36,UP,98640013908,Health Care,3.33B,27.14B,14400,2.60,30.81,45.64,3.72,5.06,15.98,1.30,2.64,82.50%,21.80%,16.40%,16.60%,1.26B,0.44
GILT,7.19,7.18,DOWN,342761537,Technology,0.20M,220.20M,796,-,1873.33,-,1.44,1.29,-,0.00,0.00,40.50%,0.10%,-0.50%,0.10%,56.60M,0.52
GLBS,5.77,2.14,DOWN,26549110,Consumer Discretionary,38.80M,69.00M,20,2.00,0.63,-,0.35,0.14,0.57,0.17,1.88,12.70%,25.40%,10.00%,56.30%,20.58M,0.19
GLBZ,11.1,12.9,UP,26069313,Finance,2.00M,13.00M,85,-,14.20,-,2.00,1.33,20.04,0.00,0.69,2.90%,6.60%,36.00%,15.20%,2.86M,0.68
GLDD,12.96,15.75,UP,493642326,Industrials,45.50M,722.40M,413,1.70,9.97,-,0.61,1.09,-,0.78,0.69,93.40%,12.90%,9.60%,7.20%,66.07M,0.83
GLG,8,2.2,DOWN,61324739,Basic Materials,3.30M,13.90M,69,-,13.38,-,4.32,0.19,4.88,0.00,0.08,0.50%,1.50%,-97.20%,23.50%,42.72M,0.53
GLMD,3.19,1.8,DOWN,8025076,Health Care,-25.00M,-,19,2.00,-,-,-,0.41,-,0.00,-1.00,11.30%,-88.50%,-,-,25.09M,1.51
GLNG,9.98,12.25,UP,2989294000,Energy,582.90M,361.80M,1703,2.00,5.13,1.28,8.35,1.29,73.12,0.60,5.36,75.30%,25.20%,9.30%,-,108.01M,0.67
GLPG,99.02,55.48,DOWN,3000453414,Health Care,-,507.30M,1305,2.60,-,-,5.37,1.01,-,-,-5.66,20.03%,-,-,-,65.84M,-
GLPI,40.61,48.51,UP,12868120742,Real Estate,609.70M,1.27B,17,2.00,20.91,2.25,10.00,3.59,110.59,1.71,2.41,90.90%,18.70%,8.30%,47.90%,256.56M,1.05
GLRE,7.47,7.83,UP,292666038,Finance,19.50M,559.30M,44,3.00,18.36,1.84,0.50,0.56,-,0.21,0.43,58.80%,4.20%,6.50%,3.50%,33.87M,1.00
GLSI,34.93,24.69,DOWN,116918302,Health Care,-5.90M,-,3,2.00,-,-,-,6.85,-,0.00,-0.45,8.10%,-25.90%,-,-,12.92M,-
GLTO,13,3.28,DOWN,50791394,Health Care,-59.90M,-,40,1.20,-,-,-,0.61,-,0.00,-2.37,41.80%,-55.30%,-,-,25.40M,-
GLYC,3.73,1.46,DOWN,35595858,Health Care,-62.70M,0.20M,52,1.70,-,-,168.37,0.64,-,0.00,-1.20,54.50%,-83.00%,-77.80%,-,52.41M,1.86
GMAB,40.76,39.86,DOWN,25403519924,Health Care,526.00M,1.36B,1445,2.60,49.70,1.84,19.50,7.99,147.58,0.03,0.80,5.50%,10.50%,9.00%,23.30%,655.00M,0.71
GMBL,6.75,3.73,DOWN,9638428,Consumer Discretionary,-102.90M,58.40M,299,2.20,-,-,0.16,-,-,-,-3.76,4.10%,-385.40%,-502.80%,-,70.92M,1.19
GMDA,8.5,2.53,DOWN,133177781,Health Care,-89.20M,-,166,1.80,-,-,-,13.15,-,9.09,-1.50,19.30%,-290.90%,-,-,59.55M,1.62
GMGI,6.69,6.38,DOWN,71589377,Technology,1.60M,29.90M,17,-,60.89,-,2.55,2.88,-,0.00,0.04,2.90%,6.60%,4.00%,5.40%,28.15M,2.43
GNFT,4.94,4.94,DOWN,202749040,Health Care,66.50M,84.60M,112,-,3.58,-,2.16,-,-,-,1.06,4.20%,-,34.30%,-,49.82M,1.44
GNPX,4.13,1.3,DOWN,67050750,Health Care,-20.00M,-,17,2.00,-,-,-,1.90,-,0.00,-0.42,9.40%,-51.40%,-,-,47.89M,-0.40
GNSS,6.36,3.92,DOWN,105396494,Industrials,-1.60M,53.00M,148,1.50,-,-,2.04,1.70,-,0.00,-0.05,42.10%,-2.50%,1.00%,-3.00%,36.57M,0.47
GNTX,33.61,34.74,UP,6230934321,Consumer Discretionary,-,1.75B,4998,2.20,17.82,1.13,3.60,3.12,-,0.00,1.51,90.80%,-,18.30%,-,235.13M,0.92
GNTY,27.64,37.56,UP,445396605,Finance,41.60M,113.00M,472,2.50,10.42,-,3.77,1.51,10.99,0.21,3.42,24.80%,13.50%,25.90%,35.00%,11.97M,0.46
GNUS,1.36,1.09,DOWN,144559733,Consumer Discretionary,-60.50M,28.00M,67,2.00,-,-,7.83,1.58,-,0.59,-0.20,12.10%,-40.90%,-42.70%,-,315.52M,1.75
GO,40.35,28.25,DOWN,3345069553,Consumer Discretionary,55.40M,3.28B,803,2.50,58.98,4.50,0.98,3.00,67.70,0.00,0.56,-,5.40%,5.00%,1.70%,96.58M,-0.04
GOCO,14.69,3.77,DOWN,59379751,Finance,-232.60M,1.09B,5448,3.00,-,-,0.13,0.43,-,1.93,-0.72,49.80%,-59.70%,-49.00%,-21.30%,329.51M,-
GOGL,4.78,9.04,UP,1672372795,Consumer Discretionary,688.20M,1.35B,37,1.50,2.67,-,1.31,0.94,16.26,0.68,3.42,34.50%,36.10%,15.50%,50.90%,200.64M,1.37
GOGO,9.57,13.65,UP,1822227348,Consumer Discretionary,273.10M,370.10M,376,2.40,9.99,1.00,4.89,-,24.94,-,1.50,67.60%,-83.80%,45.50%,74.00%,123.25M,1.25
GOOG,86.41,146,UP,1223372360000,Technology,-,282.11B,186779,1.50,17.69,1.98,4.06,4.53,-,-,5.01,64.75%,-,-,-,6.09B,-
GOOGL,86.31,146.2,UP,1220007180000,Technology,66.99B,282.11B,186779,1.80,18.14,2.03,4.24,4.54,19.14,0.06,4.88,78.80%,26.40%,24.00%,23.70%,6.86B,1.05
GOSS,10.07,11.28,UP,1042889922,Health Care,-230.80M,-,185,1.80,-,-,-,-,-,-,-3.05,76.50%,-302.70%,-,-,93.95M,0.88
GOVX,3.32,3.76,UP,23259400,Health Care,-20.40M,0.30M,8,-,-,-,75.60,0.40,-,0.00,-2.98,9.90%,-132.20%,-422.10%,-,24.74M,2.94
GP,30.5,8.91,DOWN,59498995,Consumer Discretionary,-,17.24M,69,1.80,-,-,3.13,1.46,-,-,-0.48,25.82%,-,-,-,22.21M,-
GPRE,12.81,34.81,UP,1689286733,Industrials,-84.30M,3.34B,859,1.60,-,-,0.57,1.87,-,0.97,-1.83,-,-9.00%,-0.50%,-2.50%,59.30M,1.66
GPRO,8.09,10.48,UP,849538549,Consumer Discretionary,372.60M,1.18B,766,2.40,2.29,0.23,0.68,1.38,4.83,0.24,2.28,69.90%,63.30%,46.40%,31.70%,156.65M,1.21
GRAB,12.95,7.15,DOWN,9936425923,Consumer Discretionary,-2994.00M,828.00M,8834,1.00,-,-,13.47,1.50,-,0.30,-0.80,47.70%,-78.20%,-19.30%,-,3.65B,-
GRAY,28.12,1.75,DOWN,22397755,Health Care,-35.10M,-,27,2.80,-,-,-,0.44,-,0.00,-1.64,50.10%,-57.70%,-,-,21.43M,-
GRFS,18.95,11.38,DOWN,4260164605,Health Care,64.80M,5.15B,27584,3.00,75.16,5.53,1.09,0.78,-,1.56,0.09,42.30%,-,3.40%,-,694.92M,0.40
GRIL,1.81,0.73,DOWN,4158593,Consumer Discretionary,-9.60M,9.90M,380,-,-,-,1.07,0.46,-,0.05,-0.59,20.40%,-59.60%,-31.60%,-97.30%,27.80M,-
GRIN,4.76,16.8,UP,491728881,Consumer Discretionary,185.80M,496.50M,596,-,2.74,-,0.99,1.27,2.25,0.65,9.45,30.60%,54.60%,22.20%,36.80%,18.96M,0.78
GRNQ,15.9,6.2,DOWN,8870528,Technology,-9.30M,2.60M,55,3.00,-,-,3.37,0.53,-,0.00,-1.26,1.00%,-51.30%,-61.90%,-,7.87M,0.31
GROM,1.91,1.79,DOWN,7149606,Technology,-12.60M,5.40M,22,2.00,-,-,1.27,0.26,-,0.07,-0.91,7.40%,-52.60%,-29.40%,-,22.60M,0.68
GROW,5.76,4.41,DOWN,43886227,Finance,5.50M,28.80M,20,-,8.66,-,1.62,0.84,5.12,0.00,0.37,32.10%,9.60%,23.90%,19.10%,14.98M,2.10
GRPN,35.28,24.34,DOWN,223727809,Consumer Discretionary,-18.60M,743.90M,3675,3.20,-,-,0.27,1.73,-,2.33,-1.07,65.70%,-11.20%,4.20%,-2.50%,30.04M,1.94
GRTS,4.07,13,UP,234177003,Health Care,-116.30M,18.30M,201,2.00,-,-,10.46,1.37,-,0.00,-1.42,48.30%,-59.90%,-34.80%,-,86.45M,0.64
GRTX,10.26,4.54,DOWN,39427736,Health Care,-69.40M,-,30,2.00,-,-,-,-,-,-,-2.62,43.10%,109.00%,-,-,26.82M,-
GRVY,195.46,69.98,DOWN,296023140,Technology,43.10M,287.80M,262,-,7.41,-,1.10,1.62,-,0.00,6.21,8.10%,23.80%,25.70%,15.00%,6.95M,0.00
GRWG,39.09,13.18,DOWN,216428288,Consumer Discretionary,-141.60M,359.40M,634,2.20,-,-,0.54,0.85,-,0.00,-2.33,48.80%,-41.90%,3.40%,-39.40%,60.76M,2.95
GSBC,48.63,59.05,UP,761859568,Finance,68.60M,207.00M,1105,3.00,11.46,1.91,3.64,1.40,11.27,0.18,5.34,43.60%,12.30%,22.90%,35.10%,12.58M,0.77
GSHD,131.87,128.66,DOWN,870210942,Finance,0.30M,192.20M,1238,2.60,3000.00,153.85,7.16,120.00,120.66,19.02,0.01,-,40.20%,10.10%,-1.20%,20.89M,1.21
GSIT,7.44,4.59,DOWN,47143206,Technology,-14.80M,34.70M,180,-,-,-,1.27,0.72,-,0.00,-0.60,22.50%,-24.90%,-25.30%,-47.20%,24.52M,0.68
GSM,1.58,6.17,UP,1096720308,Basic Materials,291.30M,2.56B,3425,2.00,3.97,0.20,0.43,1.78,8.39,0.81,1.52,41.30%,67.90%,4.60%,11.40%,187.44M,2.23
GSMG,2.72,1.19,DOWN,87224407,Technology,29.20M,151.00M,162,2.00,3.54,-,0.68,0.63,-,0.03,0.43,18.00%,-,21.50%,-,65.38M,-0.31
GT,10.17,21.18,UP,3612806345,Consumer Discretionary,859.00M,20.48B,72000,2.10,3.43,0.38,0.17,0.57,-,1.62,3.01,82.70%,17.30%,8.90%,4.10%,284.00M,1.92
GTBP,7.31,3.17,DOWN,58764821,Health Care,-31.90M,-,8,2.00,-,-,-,4.31,-,0.00,-0.95,10.10%,-187.50%,-,-,31.38M,0.74
GTEC,7.15,6.55,DOWN,28303943,Industrials,4.60M,95.90M,328,2.00,5.50,-,0.30,0.40,-,0.68,0.41,1.30%,7.40%,5.60%,4.80%,11.33M,1.60
GTH,13.74,6.07,DOWN,73387828,Health Care,-96.00M,75.00M,1154,2.00,-,-,0.94,0.61,-,0.18,-1.04,19.90%,-62.10%,-40.50%,-,92.72M,-
GTHX,18.07,10.46,DOWN,458032026,Health Care,-171.10M,28.10M,148,2.00,-,-,11.95,5.19,-,1.15,-4.02,54.10%,-140.20%,-65.50%,-,42.71M,1.76
GTIM,2.95,4.42,UP,31295483,Consumer Discretionary,-0.10M,136.50M,219,2.00,-,-,0.21,1.07,8.22,0.00,-0.01,14.10%,-0.30%,62.90%,-0.10%,12.46M,1.85
GTX,4.25,7.81,UP,431042074,Consumer Discretionary,138.00M,3.46B,6500,2.00,11.26,1.33,0.14,-,-,-,0.68,82.50%,-121.50%,62.50%,14.80%,64.84M,1.43
GURE,4.23,4.36,UP,36616129,Industrials,8.10M,63.30M,423,-,4.77,0.25,0.60,0.14,-,0.01,0.77,4.40%,2.80%,-0.40%,12.70%,10.47M,0.42
GVP,1.34,1.73,UP,16579310,Technology,4.70M,53.60M,286,2.00,2.80,-,0.26,0.70,5.94,0.21,0.23,38.00%,21.80%,16.00%,8.90%,21.03M,1.27
GWRS,14.67,16.97,UP,306208593,Utilities,4.80M,43.40M,86,-,60.85,4.06,7.23,9.73,-,3.72,0.21,29.30%,16.10%,4.10%,11.10%,22.69M,0.73
HA,17.02,18.47,UP,744436145,Consumer Discretionary,-282.50M,2.40B,6932,3.20,-,-,0.30,2.07,-,4.97,-5.50,82.30%,-73.00%,-3.20%,-13.00%,51.39M,1.84
HAFC,11.23,23.55,UP,820953483,Finance,-,271.85M,591,2.50,14.22,1.78,2.97,1.28,-,0.21,1.84,92.50%,-,21.30%,-,30.30M,1.01
