"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Recom.Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"FORR",41.41,59.35,"UP",803613200,"Consumer Discretionary",30600000,525100000,1781,"1.70",21.28,1.33,1.22,3.03,10.07,0,1.59,0.573,0.15,0.109,0.058,18870000,1.01
"FORTY",83.9,122,"UP",1228630070,"Technology",7.8e+07,2.55e+09,20333,"-",15.07,NA,0.46,2.15,NA,1.23,5.05,0.039,0.146,0.132,0.031,15320000,1.02
"FOSL",8.54,10.33,"UP",221302430,"Consumer Discretionary",10500000,1.84e+09,6900,"3.00",21.09,1.42,0.11,0.51,NA,0.63,0.18,0.779,0.024,0.088,0.006,51710000,1.72
"FOX",28.41,34.75,"UP",14854895479,"Industrials",NA,1.412e+10,10600,"-",13,1.41,1.1,1.3,NA,NA,2.11,0.5624,NA,NA,NA,240220000,NA
"FOXA",28.81,37.53,"UP",15771020292,"Industrials",1.21e+09,1.397e+10,10600,"2.40",13.82,4.62,1.06,1.43,15.7,0.64,2.11,NA,0.102,0.106,0.082,557040000,0.83
"FOXF",103.41,167.71,"UP",3739195125,"Consumer Discretionary",183100000,1.47e+09,4200,"1.90",20.86,1.39,2.57,3.8,NA,0.41,4.32,NA,0.198,0.135,0.124,42220000,1.69
"FPAY",2.38,2.31,"DOWN",35648636,"Consumer Discretionary",11900000,127500000,137,"2.00",3.83,NA,0.25,5.5,NA,13.12,0.4,0.211,-2.836,0.177,0.093,21610000,0.83
"FRBA",9.51,14.4,"UP",306652875,"Finance",3.5e+07,98300000,208,"2.00",8.5,NA,2.99,1.07,13.8,0.11,1.77,0.457,0.127,0.239,0.345,19590000,0.78
"FRBK",2.8,3.74,"UP",181698108,"Finance",21700000,147800000,525,"3.00",9.58,NA,1.19,0.5,2.52,0.03,0.28,0.53,0.068,0.343,0.147,58930000,0.96
"FREE",10.8,10.68,"DOWN",143969722,"Miscellaneous",12500000,525800000,745,"1.70",11.19,NA,0.28,0.44,NA,1.32,0.31,0.717,0.038,0.035,0.024,41920000,0.41
"FREQ",33.55,5.5,"DOWN",61708558,"Health Care",-91300000,0,74,"1.70",NA,NA,NA,0.82,NA,0.16,-2.63,0.25,-0.751,-0.576,NA,34980000,NA
"FRG",29.64,52.55,"UP",1229020038,"Miscellaneous",236800000,4e+09,9119,"1.80",4.2,0.28,0.24,1.27,NA,2.09,5.77,0.809,0.493,0.099,0.09,40360000,1.71
"FRGI",10.71,11.04,"UP",173908457,"Consumer Discretionary",-18200000,3.72e+08,4480,"2.00",NA,NA,0.48,1.1,222.75,0,-0.73,NA,0.03,-0.05,0.012,24950000,1.89
"FRHC",49.97,69.89,"UP",3296256856,"Finance",223600000,674900000,2810,"-",15.19,NA,5.09,5.53,NA,1.88,3.77,0.01,NA,0.21,NA,59540000,1.14
"FRLN",17.83,2,"DOWN",46935990,"Health Care",-116700000,NA,235,"1.60",NA,NA,NA,0.53,NA,0,-2.84,0.585,-0.969,NA,NA,64530000,NA
"FRME",37,41.49,"UP",2656220543,"Finance",198100000,5.24e+08,1821,"1.50",12.61,1.8,5.06,1.34,18.65,0,3.51,0.757,0.109,0.185,0.391,59030000,1.12
"FROG",60.37,31.03,"DOWN",2523043285,"Technology",-86600000,244400000,1000,"2.20",NA,NA,8.59,3.26,437.62,0,-0.89,0.664,-0.136,-0.102,-0.354,98960000,NA
"FRPH",45.43,57.38,"UP",575815346,"Finance",1100000,35200000,14,"-",492,NA,15.38,1.33,NA,0.45,0.12,0.474,0.003,-0.014,0.031,9380000,0.56
"FRST",11.97,15.01,"UP",320453107,"Finance",22300000,115900000,418,"1.00",13.62,NA,2.63,0.76,30.74,0.24,0.9,0.816,0.065,0.18,0.228,24560000,0.82
"FRSX",4.32,1.74,"DOWN",39195150,"Technology",NA,370000,68,"2.00",NA,NA,93.82,0.92,NA,NA,-0.2,0.0429,NA,NA,NA,64570000,NA
"FRTX",36.96,10.63,"DOWN",5431794,"Health Care",-29900000,4600000,16,"1.70",NA,NA,1.08,0.3,NA,0,-13.65,0.116,-1.561,-1.6,NA,2870000,0.2
"FSBW",27.68,33.98,"UP",225352910,"Finance",NA,116330000,538,"2.30",8.07,1.15,1.99,1.06,NA,0.22,3.75,0.69,NA,0.258,NA,7780000,1.03
"FSFG",21.67,25.97,"UP",161382762,"Finance",16400000,7.1e+07,550,"2.00",9.73,NA,2.27,0.94,1.52,0.3,2.3,0.323,0.115,0.244,0.289,7070000,0.65
"FSLR",101.24,88.04,"DOWN",15645949957,"Technology",94800000,2.52e+09,4800,"2.20",167.14,29.63,6.09,2.69,NA,0.04,0.88,0.809,0.016,0.078,0.038,106600000,1.26
"FSTR",14.66,13.61,"DOWN",109513269,"Industrials",2400000,473300000,991,"2.00",51.28,5.13,0.26,0.67,NA,0.27,0.22,0.699,0.013,0.016,0.005,10710000,1.02
"FSTX",9.2,5.07,"DOWN",121090296,"Health Care",-37100000,20800000,84,"2.70",NA,NA,4.81,1.47,NA,0.14,-1.75,0.479,-0.428,-0.285,NA,21570000,1.05
"FTAI",19.24,24.43,"UP",1706333498,"Consumer Discretionary",-1.58e+08,579900000,600,"1.50",NA,NA,2.93,66.58,NA,79.7,-1.59,0.764,-0.718,-0.036,-0.809,99380000,1.83
"FTDR",49.58,36.51,"DOWN",1818848296,"Consumer Discretionary",1.17e+08,1.65e+09,2081,"2.50",16.79,0.63,1.16,331.57,15.32,102.83,1.38,NA,9.36,0.203,0.071,82100000,0.66
"FTEK",3.93,1.37,"DOWN",35143705,"Industrials",-9e+05,25900000,73,"2.00",NA,NA,1.42,0.84,NA,0,-0.03,0.165,-0.02,0.001,-0.036,30300000,4.37
"FTFT",1.73,1.53,"DOWN",34729220,"Technology",-13400000,35200000,71,"-",NA,NA,0.95,0.39,NA,0,-0.2,0.006,-0.212,-0.161,-0.484,70070000,1.1
"FTHM",36.31,20.49,"DOWN",83929542,"Finance",-18700000,414700000,244,"1.70",NA,NA,0.18,1.03,NA,0.09,-1.2,0.248,-0.263,-0.137,-0.045,16040000,NA
"FTNT",29.11,71.96,"UP",45125887205,"Technology",6.74e+08,3.82e+09,11508,"1.80",58.72,2.5,10.02,NA,34.69,NA,0.81,0.706,1.563,0.359,0.177,795400000,1.16
"FULC",12.42,17.05,"UP",289336017,"Health Care",-104200000,14500000,104,"1.70",NA,NA,18.76,1.43,NA,0,-2.62,0.935,-0.526,-0.383,NA,52040000,NA
"FULT",12.69,16.98,"UP",3055097782,"Finance",256800000,774700000,3200,"2.80",11.71,1.46,3.96,1.3,NA,0.24,1.57,0.665,0.106,0.197,0.331,167400000,0.82
"FUNC",15.6,18.55,"UP",127161052,"Finance",25600000,59900000,273,"2.00",4.75,NA,2.05,0.92,12.03,0.23,3.85,0.343,0.162,0.271,0.368,6650000,0.75
"FUSN",11.63,4.49,"DOWN",107174614,"Health Care",-75600000,2100000,86,"1.60",NA,NA,40.58,0.43,NA,0.05,-1.75,0.646,-0.339,-0.354,NA,43360000,NA
"FUTU",48.94,43.02,"DOWN",4973476012,"Finance",296500000,856400000,2318,"1.50",20.41,2.26,6.58,2.3,NA,0.22,1.97,0.37,0.113,0.088,0.346,142430000,0.31
"FUV",13.27,8.25,"DOWN",32234072,"Consumer Discretionary",-64900000,4400000,289,"2.50",NA,NA,6.42,0.54,NA,0.24,-1.7,0.183,-1.192,-0.817,NA,39570000,2.28
"FVCB",14.64,19.68,"UP",282628926,"Finance",26600000,71300000,126,"2.50",11.21,NA,4,1.43,21.44,0.1,1.8,0.389,0.113,0.228,0.322,13970000,0.31
"FWBI",270,42,"DOWN",2741349,"Health Care",-57100000,NA,17,"2.00",NA,NA,NA,NA,NA,NA,-146.26,0.008,5.973,NA,NA,2310000,1.82
"FWONA",36.85,59.44,"UP",12192410044,"Consumer Discretionary",-1.23e+08,2.56e+09,6800,"2.20",NA,NA,11.2,1.86,201.88,0.53,-2.47,0.924,-0.019,0.008,-0.048,232880000,1.07
"FWP",7.43,5.93,"DOWN",21982670,"Health Care",-1900000,NA,4,"-",NA,NA,NA,0.31,NA,0,-0.27,0.131,-0.025,NA,NA,7020000,1.36
"FWRD",76.4,120.28,"UP",2858027252,"Consumer Discretionary",187300000,1.95e+09,4035,"2.00",15.54,1.18,1.48,4.35,NA,0.25,6.95,NA,NA,0.157,NA,26780000,1.15
"GABC",32.82,38.83,"UP",1159176001,"Finance",73600000,188100000,894,"3.00",15.02,1.67,6.23,2.05,13.15,0.01,2.65,0.416,0.116,0.204,0.392,29480000,0.7
"GAIA",9.89,8.74,"DOWN",49934846,"Consumer Discretionary",3200000,83800000,150,"2.50",14.22,0.95,0.55,0.52,NA,0,0.16,0.43,0.033,0.041,0.035,20790000,0.71
"GALT",2.22,2.11,"DOWN",83790667,"Health Care",-35400000,NA,9,"2.00",NA,NA,NA,NA,NA,NA,-0.6,0.12,7.648,NA,NA,59390000,1.74
"GAN",20.28,9.39,"DOWN",85413084,"Technology",-64100000,135200000,682,"2.20",NA,NA,0.52,0.4,NA,0,-1.52,0.347,-0.302,-0.138,-0.474,42300000,1.92
"GASS",2.39,2.11,"DOWN",119954848,"Consumer Discretionary",-17700000,148700000,618,"2.00",NA,NA,0.8,0.24,2.49,0.59,-0.47,0.459,-0.035,-0.04,-0.119,37860000,0.97
"GBIO",30.08,7.13,"DOWN",299186901,"Health Care",-135700000,NA,150,"2.00",NA,NA,NA,1.14,NA,0,-2.4,0.992,-0.37,NA,NA,57150000,NA
"GCBC",25.25,36.4,"UP",566227165,"Finance",29900000,66500000,191,"-",19.57,NA,8.7,3.71,19.29,0.31,3.51,0.125,0.183,0.241,0.433,8510000,0.25
"GDEN",19.26,50.57,"UP",1211478948,"Consumer Discretionary",105400000,1.13e+09,6300,"1.90",13.42,0.89,1.08,3.78,5.32,2.84,3.27,0.744,0.326,0.124,0.094,28880000,2.42
"GDRX",41.65,33.12,"DOWN",2129857166,"Technology",-47100000,803500000,756,"2.70",NA,NA,2.59,2.61,11.89,0.81,-0.12,0.848,-0.057,-0.001,-0.059,412130000,NA
"GDS",93.86,46.9,"DOWN",1607324036,"Technology",-226100000,1.21e+09,1878,"2.00",NA,NA,1.8,0.62,NA,1.69,-1.24,0.476,-0.068,0.006,-0.188,182880000,0.65
"GDYN",12.33,37.98,"UP",698302193,"Technology",-2e+07,273200000,3763,"1.90",NA,NA,2.88,3.09,38.13,0,-0.3,0.645,-0.083,-0.023,-0.073,67140000,0.81
"GEG",2.75,2.13,"DOWN",61539713,"Health Care",-14900000,6.8e+07,381,"3.00",NA,NA,0.88,1.56,2.05,3.14,-0.56,0.588,-0.39,-0.031,-0.219,30020000,1.04
"GENE",4.5,1.88,"DOWN",18314030,"Health Care",-4600000,4300000,52,"-",NA,NA,3.88,1.65,NA,0.04,-0.3,0.014,-0.381,-0.442,NA,15390000,2.01
"GEOS",8.78,6.72,"DOWN",52084964,"Industrials",-19900000,82800000,649,"-",NA,NA,0.68,0.45,NA,0,-1.53,0.562,-0.147,-0.122,-0.24,13010000,1.43
"GERN",1.63,1.25,"DOWN",835924261,"Health Care",-116900000,1300000,69,"1.60",NA,NA,630.23,6,NA,0.36,-0.34,0.523,-0.904,-0.647,NA,403870000,0.76
"GEVO",4.33,4.42,"UP",530299220,"Health Care",-59700000,5e+05,99,"1.70",NA,NA,1058.21,0.72,NA,0.14,-0.29,0.546,-0.104,-0.094,NA,235170000,3.1
"GGAL",8.28,9.74,"UP",1136987532,"Finance",202900000,2.47e+09,9275,"3.60",5.65,NA,0.7,0.45,NA,0.67,1.38,0.098,0.089,0.139,0.082,147470000,1.69
"GGE",1.71,2.03,"UP",106471994,"Real Estate",-1e+05,14300000,139,"-",2290,NA,6.06,0.44,NA,0.54,0,2e-04,0,0.021,-0.007,40470000,1.96
"GH",127.04,100.23,"DOWN",5080864435,"Health Care",-551100000,408100000,1373,"1.70",NA,NA,11.8,15.08,NA,3.56,-5.41,0.937,-0.999,-0.217,NA,102050000,0.63
"GHSI",3.05,0.68,"DOWN",10484457,"Health Care",-21900000,11400000,13,"2.00",NA,NA,0.91,0.37,NA,0,-0.81,0.073,-0.748,-1.11,NA,61550000,0.85
"GIFI",3.2,3.97,"UP",75635195,"Industrials",-5100000,1.1e+08,960,"-",NA,NA,0.69,0.77,NA,0,-0.32,0.574,-0.049,-0.042,-0.046,15840000,0.66
"GIGM",3.06,2.23,"DOWN",13594249,"Technology",-3900000,5700000,123,"-",NA,NA,2.38,0.28,NA,0,-0.36,0.045,-0.082,-0.078,-0.713,11050000,0.31
"GIII",23.21,27.63,"UP",930500574,"Consumer Discretionary",222100000,3.06e+09,2900,"2.50",4.19,NA,0.29,0.57,NA,0.36,4.5,0.945,0.144,0.119,0.073,4.8e+07,2.52
"GILD",60.11,73.36,"UP",98640013908,"Health Care",3.33e+09,2.714e+10,14400,"2.60",30.81,45.64,3.72,5.06,15.98,1.3,2.64,0.825,0.218,0.164,0.166,1.26e+09,0.44
"GILT",7.19,7.18,"DOWN",342761537,"Technology",2e+05,220200000,796,"-",1873.33,NA,1.44,1.29,NA,0,0,0.405,0.001,-0.005,0.001,56600000,0.52
"GLBS",5.77,2.14,"DOWN",26549110,"Consumer Discretionary",38800000,6.9e+07,20,"2.00",0.63,NA,0.35,0.14,0.57,0.17,1.88,0.127,0.254,0.1,0.563,20580000,0.19
"GLBZ",11.1,12.9,"UP",26069313,"Finance",2e+06,1.3e+07,85,"-",14.2,NA,2,1.33,20.04,0,0.69,0.029,0.066,0.36,0.152,2860000,0.68
"GLDD",12.96,15.75,"UP",493642326,"Industrials",45500000,722400000,413,"1.70",9.97,NA,0.61,1.09,NA,0.78,0.69,0.934,0.129,0.096,0.072,66070000,0.83
"GLG",8,2.2,"DOWN",61324739,"Basic Materials",3300000,13900000,69,"-",13.38,NA,4.32,0.19,4.88,0,0.08,0.005,0.015,-0.972,0.235,42720000,0.53
"GLMD",3.19,1.8,"DOWN",8025076,"Health Care",-2.5e+07,NA,19,"2.00",NA,NA,NA,0.41,NA,0,-1,0.113,-0.885,NA,NA,25090000,1.51
"GLNG",9.98,12.25,"UP",2989294000,"Energy",582900000,361800000,1703,"2.00",5.13,1.28,8.35,1.29,73.12,0.6,5.36,0.753,0.252,0.093,NA,108010000,0.67
"GLPG",99.02,55.48,"DOWN",3000453414,"Health Care",NA,507300000,1305,"2.60",NA,NA,5.37,1.01,NA,NA,-5.66,0.2003,NA,NA,NA,65840000,NA
"GLPI",40.61,48.51,"UP",12868120742,"Real Estate",609700000,1.27e+09,17,"2.00",20.91,2.25,10,3.59,110.59,1.71,2.41,0.909,0.187,0.083,0.479,256560000,1.05
"GLRE",7.47,7.83,"UP",292666038,"Finance",19500000,559300000,44,"3.00",18.36,1.84,0.5,0.56,NA,0.21,0.43,0.588,0.042,0.065,0.035,33870000,1
"GLSI",34.93,24.69,"DOWN",116918302,"Health Care",-5900000,NA,3,"2.00",NA,NA,NA,6.85,NA,0,-0.45,0.081,-0.259,NA,NA,12920000,NA
"GLTO",13,3.28,"DOWN",50791394,"Health Care",-59900000,NA,40,"1.20",NA,NA,NA,0.61,NA,0,-2.37,0.418,-0.553,NA,NA,25400000,NA
"GLYC",3.73,1.46,"DOWN",35595858,"Health Care",-62700000,2e+05,52,"1.70",NA,NA,168.37,0.64,NA,0,-1.2,0.545,-0.83,-0.778,NA,52410000,1.86
"GMAB",40.76,39.86,"DOWN",25403519924,"Health Care",5.26e+08,1.36e+09,1445,"2.60",49.7,1.84,19.5,7.99,147.58,0.03,0.8,0.055,0.105,0.09,0.233,6.55e+08,0.71
"GMBL",6.75,3.73,"DOWN",9638428,"Consumer Discretionary",-102900000,58400000,299,"2.20",NA,NA,0.16,NA,NA,NA,-3.76,0.041,-3.854,-5.028,NA,70920000,1.19
"GMDA",8.5,2.53,"DOWN",133177781,"Health Care",-89200000,NA,166,"1.80",NA,NA,NA,13.15,NA,9.09,-1.5,0.193,-2.909,NA,NA,59550000,1.62
"GMGI",6.69,6.38,"DOWN",71589377,"Technology",1600000,29900000,17,"-",60.89,NA,2.55,2.88,NA,0,0.04,0.029,0.066,0.04,0.054,28150000,2.43
"GNFT",4.94,4.94,"DOWN",202749040,"Health Care",66500000,84600000,112,"-",3.58,NA,2.16,NA,NA,NA,1.06,0.042,NA,0.343,NA,49820000,1.44
"GNPX",4.13,1.3,"DOWN",67050750,"Health Care",-2e+07,NA,17,"2.00",NA,NA,NA,1.9,NA,0,-0.42,0.094,-0.514,NA,NA,47890000,-0.4
"GNSS",6.36,3.92,"DOWN",105396494,"Industrials",-1600000,5.3e+07,148,"1.50",NA,NA,2.04,1.7,NA,0,-0.05,0.421,-0.025,0.01,-0.03,36570000,0.47
"GNTX",33.61,34.74,"UP",6230934321,"Consumer Discretionary",NA,1.75e+09,4998,"2.20",17.82,1.13,3.6,3.12,NA,0,1.51,0.908,NA,0.183,NA,235130000,0.92
"GNTY",27.64,37.56,"UP",445396605,"Finance",41600000,1.13e+08,472,"2.50",10.42,NA,3.77,1.51,10.99,0.21,3.42,0.248,0.135,0.259,0.35,11970000,0.46
"GNUS",1.36,1.09,"DOWN",144559733,"Consumer Discretionary",-60500000,2.8e+07,67,"2.00",NA,NA,7.83,1.58,NA,0.59,-0.2,0.121,-0.409,-0.427,NA,315520000,1.75
"GO",40.35,28.25,"DOWN",3345069553,"Consumer Discretionary",55400000,3.28e+09,803,"2.50",58.98,4.5,0.98,3,67.7,0,0.56,NA,0.054,0.05,0.017,96580000,-0.04
"GOCO",14.69,3.77,"DOWN",59379751,"Finance",-232600000,1.09e+09,5448,"3.00",NA,NA,0.13,0.43,NA,1.93,-0.72,0.498,-0.597,-0.49,-0.213,329510000,NA
"GOGL",4.78,9.04,"UP",1672372795,"Consumer Discretionary",688200000,1.35e+09,37,"1.50",2.67,NA,1.31,0.94,16.26,0.68,3.42,0.345,0.361,0.155,0.509,200640000,1.37
"GOGO",9.57,13.65,"UP",1822227348,"Consumer Discretionary",273100000,370100000,376,"2.40",9.99,1,4.89,NA,24.94,NA,1.5,0.676,-0.838,0.455,0.74,123250000,1.25
"GOOG",86.41,146,"UP",1223372360000,"Technology",NA,2.8211e+11,186779,"1.50",17.69,1.98,4.06,4.53,NA,NA,5.01,0.6475,NA,NA,NA,6.09e+09,NA
"GOOGL",86.31,146.2,"UP",1220007180000,"Technology",6.699e+10,2.8211e+11,186779,"1.80",18.14,2.03,4.24,4.54,19.14,0.06,4.88,0.788,0.264,0.24,0.237,6.86e+09,1.05
"GOSS",10.07,11.28,"UP",1042889922,"Health Care",-230800000,NA,185,"1.80",NA,NA,NA,NA,NA,NA,-3.05,0.765,-3.027,NA,NA,93950000,0.88
"GOVX",3.32,3.76,"UP",23259400,"Health Care",-20400000,3e+05,8,"-",NA,NA,75.6,0.4,NA,0,-2.98,0.099,-1.322,-4.221,NA,24740000,2.94
"GP",30.5,8.91,"DOWN",59498995,"Consumer Discretionary",NA,17240000,69,"1.80",NA,NA,3.13,1.46,NA,NA,-0.48,0.2582,NA,NA,NA,22210000,NA
"GPRE",12.81,34.81,"UP",1689286733,"Industrials",-84300000,3.34e+09,859,"1.60",NA,NA,0.57,1.87,NA,0.97,-1.83,NA,-0.09,-0.005,-0.025,59300000,1.66
"GPRO",8.09,10.48,"UP",849538549,"Consumer Discretionary",372600000,1.18e+09,766,"2.40",2.29,0.23,0.68,1.38,4.83,0.24,2.28,0.699,0.633,0.464,0.317,156650000,1.21
"GRAB",12.95,7.15,"DOWN",9936425923,"Consumer Discretionary",-2.994e+09,8.28e+08,8834,"1.00",NA,NA,13.47,1.5,NA,0.3,-0.8,0.477,-0.782,-0.193,NA,3.65e+09,NA
"GRAY",28.12,1.75,"DOWN",22397755,"Health Care",-35100000,NA,27,"2.80",NA,NA,NA,0.44,NA,0,-1.64,0.501,-0.577,NA,NA,21430000,NA
"GRFS",18.95,11.38,"DOWN",4260164605,"Health Care",64800000,5.15e+09,27584,"3.00",75.16,5.53,1.09,0.78,NA,1.56,0.09,0.423,NA,0.034,NA,694920000,0.4
"GRIL",1.81,0.73,"DOWN",4158593,"Consumer Discretionary",-9600000,9900000,380,"-",NA,NA,1.07,0.46,NA,0.05,-0.59,0.204,-0.596,-0.316,-0.973,27800000,NA
"GRIN",4.76,16.8,"UP",491728881,"Consumer Discretionary",185800000,496500000,596,"-",2.74,NA,0.99,1.27,2.25,0.65,9.45,0.306,0.546,0.222,0.368,18960000,0.78
"GRNQ",15.9,6.2,"DOWN",8870528,"Technology",-9300000,2600000,55,"3.00",NA,NA,3.37,0.53,NA,0,-1.26,0.01,-0.513,-0.619,NA,7870000,0.31
"GROM",1.91,1.79,"DOWN",7149606,"Technology",-12600000,5400000,22,"2.00",NA,NA,1.27,0.26,NA,0.07,-0.91,0.074,-0.526,-0.294,NA,22600000,0.68
"GROW",5.76,4.41,"DOWN",43886227,"Finance",5500000,28800000,20,"-",8.66,NA,1.62,0.84,5.12,0,0.37,0.321,0.096,0.239,0.191,14980000,2.1
"GRPN",35.28,24.34,"DOWN",223727809,"Consumer Discretionary",-18600000,743900000,3675,"3.20",NA,NA,0.27,1.73,NA,2.33,-1.07,0.657,-0.112,0.042,-0.025,30040000,1.94
"GRTS",4.07,13,"UP",234177003,"Health Care",-116300000,18300000,201,"2.00",NA,NA,10.46,1.37,NA,0,-1.42,0.483,-0.599,-0.348,NA,86450000,0.64
"GRTX",10.26,4.54,"DOWN",39427736,"Health Care",-69400000,NA,30,"2.00",NA,NA,NA,NA,NA,NA,-2.62,0.431,1.09,NA,NA,26820000,NA
"GRVY",195.46,69.98,"DOWN",296023140,"Technology",43100000,287800000,262,"-",7.41,NA,1.1,1.62,NA,0,6.21,0.081,0.238,0.257,0.15,6950000,0
"GRWG",39.09,13.18,"DOWN",216428288,"Consumer Discretionary",-141600000,359400000,634,"2.20",NA,NA,0.54,0.85,NA,0,-2.33,0.488,-0.419,0.034,-0.394,60760000,2.95
"GSBC",48.63,59.05,"UP",761859568,"Finance",68600000,2.07e+08,1105,"3.00",11.46,1.91,3.64,1.4,11.27,0.18,5.34,0.436,0.123,0.229,0.351,12580000,0.77
"GSHD",131.87,128.66,"DOWN",870210942,"Finance",3e+05,192200000,1238,"2.60",3000,153.85,7.16,120,120.66,19.02,0.01,NA,0.402,0.101,-0.012,20890000,1.21
"GSIT",7.44,4.59,"DOWN",47143206,"Technology",-14800000,34700000,180,"-",NA,NA,1.27,0.72,NA,0,-0.6,0.225,-0.249,-0.253,-0.472,24520000,0.68
"GSM",1.58,6.17,"UP",1096720308,"Basic Materials",291300000,2.56e+09,3425,"2.00",3.97,0.2,0.43,1.78,8.39,0.81,1.52,0.413,0.679,0.046,0.114,187440000,2.23
"GSMG",2.72,1.19,"DOWN",87224407,"Technology",29200000,1.51e+08,162,"2.00",3.54,NA,0.68,0.63,NA,0.03,0.43,0.18,NA,0.215,NA,65380000,-0.31
"GT",10.17,21.18,"UP",3612806345,"Consumer Discretionary",8.59e+08,2.048e+10,72000,"2.10",3.43,0.38,0.17,0.57,NA,1.62,3.01,0.827,0.173,0.089,0.041,2.84e+08,1.92
"GTBP",7.31,3.17,"DOWN",58764821,"Health Care",-31900000,NA,8,"2.00",NA,NA,NA,4.31,NA,0,-0.95,0.101,-1.875,NA,NA,31380000,0.74
"GTEC",7.15,6.55,"DOWN",28303943,"Industrials",4600000,95900000,328,"2.00",5.5,NA,0.3,0.4,NA,0.68,0.41,0.013,0.074,0.056,0.048,11330000,1.6
"GTH",13.74,6.07,"DOWN",73387828,"Health Care",-9.6e+07,7.5e+07,1154,"2.00",NA,NA,0.94,0.61,NA,0.18,-1.04,0.199,-0.621,-0.405,NA,92720000,NA
"GTHX",18.07,10.46,"DOWN",458032026,"Health Care",-171100000,28100000,148,"2.00",NA,NA,11.95,5.19,NA,1.15,-4.02,0.541,-1.402,-0.655,NA,42710000,1.76
"GTIM",2.95,4.42,"UP",31295483,"Consumer Discretionary",-1e+05,136500000,219,"2.00",NA,NA,0.21,1.07,8.22,0,-0.01,0.141,-0.003,0.629,-0.001,12460000,1.85
"GTX",4.25,7.81,"UP",431042074,"Consumer Discretionary",1.38e+08,3.46e+09,6500,"2.00",11.26,1.33,0.14,NA,NA,NA,0.68,0.825,-1.215,0.625,0.148,64840000,1.43
"GURE",4.23,4.36,"UP",36616129,"Industrials",8100000,63300000,423,"-",4.77,0.25,0.6,0.14,NA,0.01,0.77,0.044,0.028,-0.004,0.127,10470000,0.42
"GVP",1.34,1.73,"UP",16579310,"Technology",4700000,53600000,286,"2.00",2.8,NA,0.26,0.7,5.94,0.21,0.23,0.38,0.218,0.16,0.089,21030000,1.27
"GWRS",14.67,16.97,"UP",306208593,"Utilities",4800000,43400000,86,"-",60.85,4.06,7.23,9.73,NA,3.72,0.21,0.293,0.161,0.041,0.111,22690000,0.73
"HA",17.02,18.47,"UP",744436145,"Consumer Discretionary",-282500000,2.4e+09,6932,"3.20",NA,NA,0.3,2.07,NA,4.97,-5.5,0.823,-0.73,-0.032,-0.13,51390000,1.84
"HAFC",11.23,23.55,"UP",820953483,"Finance",NA,271850000,591,"2.50",14.22,1.78,2.97,1.28,NA,0.21,1.84,0.925,NA,0.213,NA,30300000,1.01
"HAIN",39.64,42.37,"UP",1667928231,"Industrials",77900000,1.89e+09,3078,"2.20",22.95,NA,0.88,1.57,41.24,0.82,0.83,0.964,0.064,0.042,0.041,89660000,0.79
"HALL",3.29,4.35,"UP",17270127,"Finance",-71800000,354600000,406,"3.00",NA,NA,0.05,0.17,NA,1.09,-3.95,0.375,-0.463,0.05,-0.202,18190000,1.32
"HALO",42.41,40.32,"DOWN",6641317162,"Health Care",366200000,487500000,145,"2.30",18.34,0.59,12.95,21.73,21.76,4.25,2.52,0.966,1.419,0.381,0.751,137940000,1.22
"HAPP",33.8,11.1,"DOWN",9373312,"Health Care",-49200000,89500000,218,"2.00",NA,NA,0.13,0.09,NA,0.03,-21.95,0.015,-0.559,-0.674,-0.55,4500000,NA
"HARP",19.45,7.6,"DOWN",30127159,"Health Care",-75900000,2.3e+07,95,"1.40",NA,NA,1.18,0.99,NA,0,-2.32,0.73,-1.495,-2.009,NA,33040000,1.54
"HAS",91.96,101.02,"UP",9013301498,"Consumer Discretionary",414600000,6.19e+09,6640,"1.80",20.92,2.52,1.4,2.9,NA,1.33,2.98,0.868,0.138,0.086,0.067,138300000,0.77
"HBAN",12.56,15.43,"UP",21986252774,"Finance",1.89e+09,5.3e+09,19997,"2.70",12.05,NA,4.19,1.49,11,0.5,1.29,0.826,0.118,0.157,0.356,1.44e+09,1.16
"HBCP",27.85,41.54,"UP",355587895,"Finance",33500000,115100000,438,"2.40",10.42,NA,3.08,1.05,9.9,0.18,4.07,0.411,0.121,0.277,0.357,8130000,0.68
"HBIO",4.22,7.17,"UP",105756715,"Industrials",-3700000,120700000,475,"1.70",NA,NA,0.84,1.34,NA,0.63,-0.09,0.749,-0.047,0.015,-0.03,41300000,1.73
"HBNC",15.43,20.8,"UP",649254850,"Finance",93700000,226800000,843,"1.80",7.36,NA,3.03,1.04,NA,1.63,2.14,0.568,0.13,0.109,0.398,43570000,0.91
"HBT",15,18.64,"UP",597767095,"Finance",54900000,135600000,728,"2.70",10.61,NA,4.25,1.58,18.28,0.21,1.92,0.262,0.142,0.209,0.405,28890000,NA
"HCAT",42.56,40.56,"DOWN",489226981,"Health Care",-144900000,265200000,728,"1.90",NA,NA,1.38,0.79,NA,0,-2.8,NA,-0.287,-0.195,-0.546,53670000,NA
