"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"T",22.22,18.7,"DOWN",129443790000,"Consumer Discretionary",1.998e+10,1.3036e+11,203000,2.7,6.8,0,1,1.12,23.88,1.16,2.7,0.55,0.111,0.052,0.131,7.17e+09,0.57
"TAC",7.66,10.9,"UP",2368625000,"Utilities",-314200000,1.95e+09,1282,2.4,0,0,1.24,5.12,6.98,6.2,-1.16,0.617,-0.631,-0.061,-0.161,2.71e+08,0.97
"TAK",17.99,13.58,"DOWN",41023853684,"Health Care",1.43e+09,2.521e+10,47347,3,28.89,49.82,1.67,0.92,10.25,0.71,0.46,0.019,0.035,0.039,0.057,3.11e+09,0.7
"TAL",69.22,3.94,"DOWN",3086960470,"Consumer Discretionary",-252100000,2.08e+09,16200,3,0,0,1.25,0.88,0,0,-0.39,0.622,-0.063,-0.319,-0.121,634870000,-0.11
"TALO",8.49,10.07,"UP",1765345766,"Energy",1.93e+08,1.61e+09,443,1.8,9.44,0,1.09,2,6.48,0.91,2.31,0.941,0.255,0.213,0.12,82570000,2.38
"TAP",45.65,45.9,"UP",10910420016,"Consumer Staples",731800000,1.058e+10,16300,2.9,15.16,11.99,1.08,0.83,15.26,0.51,3.36,0.898,0.08,0.059,0.101,2.17e+08,0.86
"TARO",73.98,49.94,"DOWN",1146331246,"Health Care",6.5e+07,569400000,1455,2,16.22,0,1.84,0.62,0,0,1.73,0.123,0.038,0.026,0.114,37590000,0.72
"TBI",18.39,27.62,"UP",646847513,"Consumer Discretionary",75400000,2.32e+09,6400,2,8.93,0.89,0.28,1.32,9.11,0.16,2.22,0,0.158,0.096,0.033,32430000,1.44
"TCS",9.72,10.1,"UP",282145781,"Consumer Discretionary",74500000,1.11e+09,2300,3,3.08,0.2,0.23,0.52,19.29,0.43,1.48,0.831,0.179,0.16,0.067,49720000,1.46
"TDC",22.23,43.24,"UP",3251564000,"Technology",8.2e+07,1.86e+09,7200,2.5,40.76,45.64,1.63,14.04,8.4,2.77,0.74,0.999,0.238,0.186,0.044,103500000,0.99
"TDG",587.67,634.41,"UP",31220450900,"Industrials",7.62e+08,5.2e+09,13300,2,44.92,1.71,6.11,0,39.33,0,13.02,0.966,-0.267,0.098,0.147,54400000,1.41
"TDOC",200.63,94.35,"DOWN",4729629236,"Health Care",-9860400000,2.32e+09,5100,2.8,0,0,1.95,0.72,26.59,0.26,-61.32,0.851,-0.584,-0.02,0,161380000,0.97
"TDS",18.74,20.37,"UP",1935040371,"Telecommunications",1.02e+08,5.36e+09,8800,2.4,13.47,0,0.26,0.28,137.11,0.71,0.89,0.953,0.021,0.029,0.019,1.15e+08,1.09
"TDW",8.85,10.62,"UP",1559855047,"Energy",-101900000,466800000,4400,2,0,0,3.66,1.73,0,0,-2.46,0.797,-0.138,-0.129,-0.218,46240000,1.53
"TDY",362.39,435.34,"UP",18638537168,"Industrials",723900000,5.42e+09,14500,2.1,26.93,1.16,3.51,2.43,50.25,0.5,15.16,0.972,0.075,0.043,0.106,46800000,1.1
"TECK",18.97,28.43,"UP",16194757500,"Basic Materials",3.33e+09,1.46e+10,10600,2.1,5.49,0,1.15,0.94,5.12,0.39,6.1,0.735,0.185,0.1,0.228,522400000,1.07
"TEF",4.06,4.28,"UP",19924569561,"Telecommunications",271800000,3.797e+10,101962,1.5,56.41,3.55,0.55,0.79,18.73,1.97,0.06,0.013,0.012,0.173,0.007,5.41e+09,0.61
"TEL",120.3,160.59,"UP",39178674385,"Technology",2.51e+09,1.574e+10,89000,0,15.28,1.39,2.35,3.6,44.24,0.4,7.64,0.993,0.236,0.157,0.16,3.22e+08,1.31
"TEN",10.26,11.28,"UP",1641120100,"Consumer Discretionary",-1.79e+08,1.804e+10,71000,2.8,0,0,0.09,0,0,0,-2.15,0.838,1.271,0.045,-0.004,83600000,1.74
"TEO",6.34,5.09,"DOWN",1774638920,"Telecommunications",268400000,3.14e+09,22385,3.7,6.73,0,0.32,0.38,5.63,0.45,0.61,0.021,0.065,-0.033,0.085,431060000,0.5
"TEVA",10.34,7.9,"DOWN",9934000848,"Health Care",-1.054e+09,1.543e+10,34713,3,0,0,0.63,1.1,20.5,2.44,-0.95,0.45,-0.108,0.045,-0.068,1.11e+09,1.28
"TEX",34.42,43.93,"UP",2732340000,"Industrials",266200000,4.19e+09,8600,2.1,11.18,0.78,0.6,2.8,0,0.8,3.82,0.925,0.248,0.141,0.064,67800000,1.67
"TFC",47.18,58.5,"UP",59764174470,"Finance",5.84e+09,1.481e+10,50283,2.7,10.09,4.94,3.94,1.08,0,0.58,4.36,0.756,0.101,0.126,0.394,1.33e+09,1.07
"TFX",403.13,330.89,"DOWN",9971839017,"Health Care",412300000,2.79e+09,14000,2.5,23.45,2.25,3.35,2.46,30.29,0.44,8.71,0.988,0.108,0.096,0.148,46910000,1.09
"TG",16.19,11.79,"DOWN",366840861,"Industrials",58800000,941500000,2400,0,6.34,0.29,0.41,1.77,0,0.48,1.75,0.632,0.312,0.212,0.063,33810000,0.98
"TGH",18.62,35.57,"UP",1411998692,"Consumer Discretionary",288900000,902300000,164,1.7,5.13,0.43,1.55,0.69,0,0,5.84,0.687,0.18,0.063,0.333,45900000,1.37
"TGI",11.74,18.27,"UP",587005793,"Industrials",-22700000,1.41e+09,701,2.7,0,0,0.41,0,0,0,-0.35,0.972,0.028,0.109,-0.016,64820000,2.65
"TGLS",6.59,26.15,"UP",981146828,"Consumer Discretionary",94800000,567900000,6908,1.4,11.95,12.71,1.97,3.96,21.79,0.65,1.99,0.253,0.363,0.176,0.167,47670000,1.72
"TGNA",13.97,18.66,"UP",4631780146,"Industrials",523500000,3.09e+09,6200,2.3,8.25,0.82,1.4,1.58,7.82,1.12,2.34,0.925,0.203,0.116,0.169,223680000,0.75
"TGS",5.29,4.44,"DOWN",1300771103,"Utilities",174800000,705100000,829,3.7,8.09,0,1.85,1.24,30.69,0.35,1.12,0.03,0.184,0.091,0.248,156350000,0.62
"TGT",177.63,231.91,"UP",75674080311,"Consumer Discretionary",4.22e+09,1.0786e+11,450000,2.1,18.15,0.93,0.68,6.97,0,1.43,8.81,0.804,0.352,0.276,0.039,461500000,1.02
"THC",38.98,81.91,"UP",4785942954,"Health Care",5.58e+08,1.904e+10,76836,1.9,8.09,0,0.23,3.59,17.75,12.22,5.08,0,0.507,0.143,0.029,107920000,2.24
"THG",114.55,131.75,"UP",5199393126,"Finance",325700000,5.3e+09,4400,2.3,15.62,1.01,0.97,1.96,8.53,0.3,9.05,0.886,0.112,0.085,0.061,35600000,0.73
"THO",93.8,104.28,"UP",4403657962,"Industrials",1.14e+09,1.631e+10,32000,2.9,3.88,0.66,0.26,1.21,6,0.5,20.6,0,0.341,0.211,0.07,54300000,1.69
"THR",15.54,16.96,"UP",593540863,"Consumer Discretionary",2.7e+07,3.8e+08,1227,1,22.89,1.91,1.58,1.53,18.71,0.37,0.8,0.959,0.069,0.052,0.071,33400000,1.27
"THS",43.35,39.97,"DOWN",2821744104,"Consumer Staples",-53800000,4.61e+09,10000,2.4,0,0,0.58,1.46,11.08,1.04,-0.96,0,-0.03,0.013,-0.012,5.6e+07,0.46
"TIMB",13.7,11.61,"DOWN",6129160735,"Telecommunications",5.2e+08,3.75e+09,9156,2.2,12.2,0.76,1.65,1.3,18.41,0.69,1.07,0.047,0.107,0.095,0.139,484090000,0.76
"TJX",66.81,75.53,"UP",83851244843,"Consumer Discretionary",3.36e+09,4.964e+10,340000,1.9,25.73,2.36,1.69,15.61,0,0.62,2.8,0.94,0.573,0.363,0.068,1.17e+09,0.9
"TK",2.37,3.09,"UP",398829694,"Consumer Discretionary",-298700000,710700000,4150,3,0,0,0.6,0.82,0,1.16,-2.92,0.299,0,-0.119,0,102350000,0.79
"TKC",5.42,3.69,"DOWN",2974089228,"Telecommunications",294500000,2.3e+09,18999,3,11.42,0.37,1.42,2.62,4.03,2.02,0.34,0.04,0.239,0.246,0.128,873240000,0.67
"TKR",75.54,69.61,"DOWN",5206986315,"Industrials",373100000,4.42e+09,18029,2,14.56,1.21,1.18,2.53,79.03,0.85,4.98,0.832,0.168,0.111,0.084,73180000,1.58
"TLK",24.72,29.49,"UP",27430327749,"Telecommunications",1.6e+09,9.18e+09,23756,1,16.76,1.61,2.95,3.66,6.65,0.56,1.61,0.04,0.23,0.2,0.163,990620000,0.61
"TM",153.29,184.08,"UP",190091818900,"Consumer Discretionary",1.808e+10,2.1475e+11,372817,2.3,10.49,1.61,1.08,1,24.03,1.06,13.08,0.013,0.094,0.036,0.078,1.37e+09,0.6
"TME",19.37,6.85,"DOWN",6152960478,"Consumer Discretionary",375400000,3.97e+09,5966,2.2,17.41,0,1.63,0.99,7.67,0.12,0.23,0.491,0.056,0.041,0.095,1.61e+09,0.62
"TMHC",24.84,34.63,"UP",2860350689,"Consumer Discretionary",1.05e+09,8.24e+09,3000,2.7,2.97,0.84,0.34,0.67,3.07,0.62,8.79,0,0.254,0.094,0.127,112700000,1.69
"TMO",471.82,665.45,"UP",200245297423,"Industrials",7.03e+09,4.417e+10,130000,2,27.66,6.17,4.33,4.56,29.05,0.72,17.79,0.908,0.187,0.108,0.172,3.92e+08,0.83
"TMST",4.84,16.46,"UP",808703803,"Industrials",218800000,1.45e+09,1850,3,4.58,0,0.59,1.14,4.51,0.03,4.13,0.828,0.317,0.165,0.151,46600000,1.74
"TNC",69.53,80.89,"UP",1089936704,"Industrials",50400000,1.08e+09,4263,2,23.11,1.54,1.07,2.71,0,0.66,2.69,0.953,0.117,0.104,0.047,18520000,1.02
"TNET",79.24,95.64,"UP",4054915466,"Consumer Discretionary",3.77e+08,4.89e+09,3500,2.4,11.53,1.58,0.85,4.85,16.08,0,5.81,0.954,0.472,0.256,0.077,6.2e+07,1.13
"TNK",11.46,10.69,"DOWN",1076345234,"Consumer Discretionary",-77300000,692600000,1900,1.7,0,0,1.33,1.33,0,0.73,-2.29,0.389,-0.091,-0.13,-0.112,33950000,-0.09
"TNL",43.34,54.77,"UP",3200419792,"Consumer Discretionary",3.77e+08,3.54e+09,16800,2,8.28,0.45,0.84,0,13.85,0,4.4,0.98,-0.442,0.111,0.106,8.3e+07,1.71
"TOL",42.66,71.78,"UP",4876340574,"Consumer Discretionary",1.02e+09,9.6e+09,5100,2.8,5.05,1.41,0.5,0.89,10.77,0.6,8.46,0.881,0.19,0.081,0.106,115330000,1.37
"TPB",43.02,37.2,"DOWN",408713768,"Consumer Discretionary",39400000,416900000,426,2.3,11.42,2,0.97,3.09,18.07,0,1.97,0.88,0.305,0.144,0.095,17750000,0.53
"TPC",12.78,12.3,"DOWN",383128375,"Industrials",-39900000,4.03e+09,7800,2.3,0,0,0.1,0.25,3.52,0.62,-0.78,0.684,-0.025,0.076,-0.01,51280000,1.48
"TPH",17.09,27.65,"UP",1694849925,"Consumer Discretionary",520500000,4.04e+09,1390,2.4,3.33,0,0.41,0.64,0,0.51,5.01,0,0.209,0.12,0.129,101240000,1.4
"TPL",756.56,1245.98,"UP",17798373242,"Energy",379700000,594500000,92,2.5,55.37,2.76,34.62,32.54,171.5,0,49.03,0.583,0.578,0.413,0.639,7730000,1.98
"TPR",32.71,40.81,"UP",7662083760,"Consumer Discretionary",856300000,6.68e+09,12600,2,10.16,0.68,1.14,3.48,15.42,0.74,3.15,0.93,0.314,0.234,0.128,248100000,1.39
"TPX",26.46,46.99,"UP",4663891933,"Consumer Discretionary",574700000,5.17e+09,12000,2.2,9.93,1.63,0.97,0,24.65,0,2.95,0,6.424,0.264,0.111,174100000,1.74
"TR",28.15,35.4,"UP",2767119460,"Consumer Staples",68800000,636200000,2000,0,39.98,4.44,4.47,3.6,132.29,0.01,1,0.306,0.09,0.06,0.108,68940000,0.1
"TRC",14.37,19.03,"UP",447975831,"Finance",7200000,58200000,90,0,63.15,4.21,7.94,1.02,0,0.11,0.27,0.63,0.016,-0.008,0.124,26480000,0.66
"TRGP",26.16,51.5,"UP",15544104106,"Utilities",210800000,2.092e+10,2430,1.7,91.7,2.85,0.77,7.85,10.77,3.61,0.78,0.894,0.106,0.097,0.01,227800000,2.33
"TRN",26.23,29.52,"UP",2339939842,"Industrials",41400000,1.63e+09,5845,2.4,58.1,5.81,1.45,2.39,225.4,5.46,0.51,0.911,0.16,0.037,0.1,81700000,1.4
"TRNO",55.98,85.11,"UP",4320153365,"Real Estate",169600000,247300000,34,2.2,24.82,2.48,17.25,2,318.31,0.34,2.28,0,0.085,0.032,0.686,75250000,0.81
"TROX",14.36,23.72,"UP",1868255046,"Industrials",5.95e+08,3.69e+09,6500,2.3,3.27,0.47,0.51,0.84,126.35,1.13,3.76,0.684,0.276,0.093,0.161,154550000,1.79
"TRTN",47.36,59.72,"UP",3795666595,"Consumer Discretionary",666300000,1.82e+09,237,2.5,6.22,0.62,2.11,1.58,0,3.31,10.17,0.673,0.278,0.069,0.366,63460000,1.45
"TRU",95.85,119.16,"UP",11389533500,"Finance",204300000,3.46e+09,10200,2.2,50.84,4.92,3.14,2.55,0,1.45,1.06,0,0.309,0.046,0.358,192600000,1.29
"TRV",135.65,156.81,"UP",43230087937,"Finance",3.33e+09,3.63e+10,30800,2.8,13.45,2.52,1.2,2.18,7.32,0.37,13.69,0.86,0.137,0.111,0.092,235400000,0.67
"TS",16.02,20.72,"UP",18549187613,"Industrials",1.84e+09,8.98e+09,22776,1.9,10.73,0.49,2.17,1.56,59.63,0.07,3.12,0.12,0.151,0.042,0.205,590270000,1.5
"TSE",49.76,52.43,"UP",655911976,"Industrials",1.35e+08,5.38e+09,3100,2.6,6.97,0,0.15,0.96,5.24,2.51,3.5,0.982,0.283,0.117,0.05,36300000,1.38
"TSM",111.7,120.42,"UP",320577287940,"Technology",2.364e+10,5.825e+10,52045,1.7,13.77,0.64,5.51,4.2,45.98,0.37,4.56,0.17,0.337,0.2,0.406,5.19e+09,0.95
"TSN",63.5,86.32,"UP",24659645675,"Consumer Staples",4.05e+09,5.236e+10,137000,2.6,6.03,0.8,0.46,1.25,32.37,0.43,11.15,0.869,0.218,0.126,0.077,3.59e+08,0.72
"TSQ",6.61,12.51,"UP",128650110,"Consumer Discretionary",20500000,4.44e+08,2340,1.3,7.78,0.65,0.32,2.46,3.71,0,1.06,0.676,0.414,0.099,0.046,16990000,1.54
"TT",143.98,200.82,"UP",37016848739,"Industrials",1.52e+09,1.484e+10,37000,3,26.26,1.97,2.61,6.85,202.68,0.85,6.38,0.869,0.244,0.152,0.101,233800000,1.05
"TTC",93.4,99.45,"UP",10961075596,"Consumer Discretionary",385900000,4.3e+09,9520,2.7,29.65,2.91,2.62,8.8,109.02,0.82,3.64,0.895,0.323,0.233,0.09,104830000,0.77
"TTE",42.38,49.97,"UP",138559569900,"Energy",2.296e+10,2.5466e+11,101309,2.1,6.64,0,0.59,1.29,5.03,0.52,8.72,0.074,0.199,0.082,0.09,2.62e+09,0.83
"TTI",1.01,2.76,"UP",637429472,"Energy",11300000,479400000,1100,1.7,49.43,1.7,1.42,5.44,0,1.49,0.09,0.624,0.082,-0.071,0.018,128410000,2.67
"TTM",12.76,31.33,"UP",19233102931,"Consumer Discretionary",0,2.83982e+12,73608,2.5,0,0,0.01,0.05,0,0,-1.92,0.0474,0,0,0,664250000,0
"TUP",31.96,15.22,"DOWN",343685911,"Industrials",86800000,1.46e+09,10000,2.3,3.02,0.25,0.15,0,0,0,1.67,0.697,0.286,0.374,-0.042,45500000,2.39
"TV",8.32,9.34,"UP",2987569403,"Industrials",252400000,4.3e+09,37463,2.3,11.76,1.06,0.68,0.42,0,0.84,0.44,0.42,0.492,0.071,0.711,564910000,1.3
"TWI",4.82,11.02,"UP",949606459,"Industrials",129900000,2.07e+09,7500,3,7.29,0.29,0.45,3.13,27.77,1.64,2.05,0.808,0.544,0.097,0.063,62670000,2.31
"TWLO",334.59,265.35,"DOWN",13620872831,"Industrials",-1059900000,3.4e+09,8510,2.1,0,0,2.44,0.77,0,0.09,-5.89,0.855,-0.097,-0.075,-0.312,182350000,1.46
"TWO",24.72,23.32,"DOWN",1229654856,"Real Estate",221600000,615400000,105,2.8,23.81,7.15,8.18,2.82,68.47,5.31,0.61,0.654,0.114,0.017,0.36,344280000,1.67
"TX",29.39,42.92,"UP",5655624174,"Industrials",3.77e+09,1.766e+10,20142,2.5,1.59,1.59,0.34,0.51,3.44,0.11,19.23,0.145,0.348,0.316,0.214,196310000,1.43
"TXT",46.38,77.17,"UP",14475106498,"Industrials",8.43e+08,1.255e+10,33000,0,17.83,1.16,1.15,2.16,14.3,0.53,3.87,0.899,0.123,0.069,0.067,211310000,1.52
"TYL",431.61,538.12,"UP",13539629234,"Technology",187900000,1.83e+09,7176,2,65.28,9.07,6.77,4.73,36.05,0.42,4.43,0.92,0.077,0.05,0.103,41600000,0.84
"U",144.08,145.92,"UP",8788721614,"Technology",-658500000,1.22e+09,5864,2,0,0,6.23,3.22,862.77,0.75,-2.26,0.778,-0.292,-0.13,-0.54,296850000,0
"UA",15.06,17.99,"UP",2979518370,"Consumer Discretionary",0,5.68e+09,7100,3,15.06,0.69,0.62,1.9,0,0,0.48,0.7026,0,0,0,232100000,0
"UAA",17.35,21.04,"UP",3398335314,"Consumer Discretionary",171200000,5.72e+09,7100,2.6,23.07,3.94,0.61,2.19,16.53,0.39,0.36,0.849,0.091,0.245,0.03,458420000,1.42
"UAN",15.23,83.04,"UP",1276812150,"Industrials",252900000,812300000,296,3,5.04,0.63,1.57,3.78,5.11,0,23.79,0.166,0.672,0.133,0.311,10570000,1.44
"UBA",13.75,21.2,"UP",753391025,"Real Estate",25300000,141100000,57,2.3,29.26,4.95,5.31,2.06,27.33,0.89,0.64,0.738,0.071,0.078,0.179,38950000,1.1
"UBER",51.14,42.66,"DOWN",52378735293,"Technology",-1.0063e+10,2.555e+10,29300,1.8,0,0,1.92,8.17,0,0,-5.17,0.741,-0.575,-0.069,-0.247,1.99e+09,1.13
"UBS",14.29,17.92,"UP",50472128080,"Finance",7.33e+09,1.118e+10,72009,1.5,7.81,0.88,5.18,0.95,2.47,2.83,2.11,0.5712,0.126,0.016,0.655,3.22e+09,1.11
"UDR",36.85,59.88,"UP",12961445971,"Real Estate",155500000,1.47e+09,1219,2.3,76.65,0,8.38,3.14,41.05,1.44,0.49,0,0.043,0.025,0.106,324700000,0.7
"UE",12.61,18.86,"UP",1655905861,"Real Estate",91300000,433500000,116,2.2,18.55,4.31,3.88,1.72,0,0,0.77,0,0.093,0.055,0.211,117360000,1.51
"UGI",34.79,45.9,"UP",7395352390,"Utilities",1.35e+09,9.61e+09,5800,2.5,5.65,0.82,0.76,1.27,34.98,1.15,6.23,0.851,0.243,0.149,0.141,210190000,1.07
"UGP",4.58,2.6,"DOWN",2825925562,"Energy",228200000,2.426e+10,16643,2.6,12.79,0.53,0.11,0.27,0,1.63,0.21,0.033,0.165,0.057,0.013,1.09e+09,1.2
"UHS",135.28,130.75,"DOWN",8483521498,"Health Care",738900000,1.323e+10,68300,2.9,11.64,2.73,0.62,1.43,58.92,0.8,9.72,0,0.155,0.101,0.071,73680000,1.29
"UI",270.76,310.29,"UP",20850961236,"Technology",378700000,1.69e+09,1377,3.2,46.75,1.96,10.28,0,83.36,0,6.12,0.043,-2.281,0.982,0.224,60490000,1.37
"UIS",19.67,20.77,"UP",582961638,"Technology",-224300000,1.99e+09,16300,1.5,0,0,0.28,0,11.11,0,-3.33,0.999,1.313,0.399,-0.113,67690000,0.88
"UL",60.53,53.58,"DOWN",115200226647,"Consumer Discretionary",5.76e+09,5.562e+10,148000,2.6,20.72,3,2.14,5.95,0,1.69,2.23,0.103,0,0.143,0,2.56e+09,0.42
"UMC",8.01,11.64,"UP",14841098000,"Technology",2.02e+09,7.11e+09,19426,3.3,7.8,0.23,2.27,0.05,8.65,0.18,0.82,0.051,0,0.123,0,2.5e+09,1.1
"UMH",14.35,26.79,"UP",964735331,"Real Estate",-20800000,189100000,430,1.6,0,0,5.06,3.06,0,2.85,-0.38,0.789,-0.076,0.044,-0.11,54220000,1.24
"UNF",210,209.39,"DOWN",3408486190,"Consumer Discretionary",103400000,2e+09,14000,2.7,33.29,3.33,1.67,1.78,0,0,5.46,0.987,0.054,0.055,0.052,18770000,0.94
"UNFI",16.88,50.23,"UP",2484687827,"Consumer Discretionary",2.49e+08,2.893e+10,30300,2.5,10.75,1.68,0.09,1.43,32.3,1.21,4.08,0.938,0.145,0.091,0.009,58300000,1.05
"UNH",349.5,504.43,"UP",518286486399,"Health Care",1.943e+10,3.1512e+11,350000,1.8,26.7,1.88,1.64,7.01,37.6,0.71,20.41,0.903,0.243,0.165,0.055,9.37e+08,0.76
"UNM",22.09,24.66,"UP",9147018797,"Finance",1.11e+09,1.197e+10,10100,2.9,8.33,0.56,0.76,0.94,7.07,0.35,5.46,0.888,0.104,0.068,0.093,201150000,1.13
"UNP",203.01,249.54,"UP",121121905608,"Industrials",7.07e+09,2.443e+10,30582,2.3,17.5,1.6,4.95,10.37,43.16,2.85,11.21,0.819,0.56,0.168,0.289,620400000,1.12
"UNVR",18.41,28.1,"UP",4258253986,"Industrials",584900000,1.089e+10,9450,2,8.34,0.55,0.43,1.86,38.42,0.98,3.41,0,0.241,0.098,0.053,168400000,1.63
"UP",10.08,4.43,"DOWN",421714438,"Consumer Discretionary",-315900000,1.4e+09,2130,2.2,0,0,0.28,0.67,0,0,-1.3,0.573,-0.458,-0.282,-0.226,244090000,0
"UPH",10.83,2.37,"DOWN",79172590,"Technology",-335200000,158700000,20,2,0,0,0.45,0.24,0,0.44,-2.27,0.104,-0.883,-0.858,0,144620000,0
"UPS",163.8,213.9,"UP",145481930396,"Consumer Discretionary",1.119e+10,1.0108e+11,534000,2.4,13.25,2.67,1.46,9.07,20.49,1.26,12.77,0.728,0.742,0.252,0.106,8.74e+08,1.09
"URI",229.65,329.89,"UP",22005442718,"Consumer Discretionary",1.95e+09,1.112e+10,20400,2.3,11.88,0.56,1.98,3.55,6.09,1.56,27.18,0.949,0.318,0.116,0.175,69850000,1.86
"USAC",13.25,16.97,"UP",1781051902,"Energy",-29200000,653400000,697,3.2,0,0,2.74,0,0,0,-0.3,0.233,-1.445,0.067,-0.036,97970000,1.54
"USB",46.12,56.15,"UP",63368688794,"Finance",6.23e+09,1.533e+10,68796,2.6,10.38,2.13,4.18,1.55,4.33,0.7,4.19,0.771,0.151,0.144,0.45,1.49e+09,0.98
"USFD",32.44,34.73,"UP",6710436086,"Consumer Discretionary",1.59e+08,3.215e+10,28000,2.1,42.04,1.47,0.21,1.75,0,1.37,0.7,0,0.043,0.039,0.005,2.24e+08,1.39
"USM",30.91,31.67,"UP",2657636476,"Telecommunications",1.31e+08,4.12e+09,4800,2.3,15.06,1.39,0.48,0.43,6.92,0.68,1.52,0.273,0.029,0.021,0.032,8.6e+07,0.7
"USPH",118.77,98.02,"DOWN",1159978654,"Health Care",37900000,528100000,3158,1.8,29.9,2.49,2.1,3.7,28.8,0.5,2.93,0,0.127,0.139,0.072,1.3e+07,1.32
"USX",6.62,5.9,"DOWN",120185997,"Industrials",-20200000,2.09e+09,8689,3.7,0,0,0.05,0.4,0,1.57,-0.4,0.532,-0.074,0.027,-0.01,51220000,1.82
"UTL",43.4,46.47,"UP",848436030,"Utilities",40900000,529400000,513,2.7,19.87,2.8,1.48,1.78,0,0.6,2.56,0.774,0,0.065,0,16040000,0.48
"UTZ",21.84,15.92,"DOWN",1309976055,"Consumer Staples",11100000,1.3e+09,3469,2.7,128.03,12.55,1.74,1.86,0,1.32,0.13,0.862,0,0.002,0,80170000,0.73
"UVE",15.1,16.82,"UP",307467210,"Finance",-95500000,1.19e+09,1047,3,0,0,0.26,0.87,2.6,0.28,-3.1,0.696,0.027,0.036,0.01,30830000,0.98
"UVV",48.82,54.61,"UP",1246107559,"Consumer Staples",87100000,2.18e+09,25000,0,15.64,0,0.62,1.02,0,0.73,3.49,0.851,0.066,0.06,0.04,24770000,0.61
"UWMC",12.95,6.03,"DOWN",304573148,"Finance",72500000,2.79e+09,8000,3.1,6.83,0,2.29,2.64,1.13,47.91,0.58,0.384,0.526,0.135,0.026,1.59e+09,0
"V",217.76,217.87,"UP",435284340842,"Consumer Discretionary",1.345e+10,2.694e+10,21500,1.8,32.84,1.96,15.39,12.75,33.77,0.73,6.09,0.977,0.404,0.217,0.499,2.08e+09,0.95
"VAC",132.85,168.64,"UP",5849681975,"Consumer Discretionary",2.65e+08,4.37e+09,20300,1.7,24.06,0.67,1.25,2.06,13.28,1.67,5.69,0.876,0.047,0.036,0.031,41300000,2.1
"VALE",17.4,14.08,"DOWN",58485862962,"Basic Materials",2.112e+10,4.516e+10,74316,2.4,3.12,0,1.42,1.82,0,0.37,4.46,0.222,0.58,0.431,0.456,4.55e+09,0.83
"VAPO",28.26,21,"DOWN",47788069,"Health Care",-97700000,9.5e+07,510,2.2,0,0,0.18,1.37,0,7.06,-3.71,0.581,-1.805,-0.505,0,26570000,0.05
"VATE",3.07,3.71,"UP",58045812,"Consumer Discretionary",-45100000,1.59e+09,3902,0,0,0,0.04,0,0.3,0,-0.58,0.358,2.631,-0.053,-0.154,77500000,2.17
"VEEV",274.26,260.01,"DOWN",26148613711,"Health Care",393700000,2e+09,5482,2,61.98,4.66,13.65,8.19,36.84,0,2.77,0.947,0.131,0.144,0.197,154950000,0.81
"VEL",6.13,13.51,"UP",312164732,"Finance",26200000,216600000,215,1.7,9.55,0,1.31,0.76,5.72,8.13,0.88,0.975,0.082,0.051,0.121,31920000,0
"VGR",8.24,11.3,"UP",1653994213,"Health Care",127600000,1.31e+09,500,1.5,13.05,1.45,1.29,0,0,0,0.84,0.648,0,0.424,0,152700000,1.14
"VHC",5.08,2.69,"DOWN",92916327,"Miscellaneous",-20700000,40000,24,0,0,0,2674.29,0.52,0,0,-0.29,0.207,-0.112,0,0,71250000,1.15
"VHI",15.89,28,"UP",768071030,"Industrials",164400000,2.53e+09,2248,0,4.02,0.16,0.26,0.75,2,0.68,5.77,0.045,0.196,0.141,0.065,28500000,1.56
"VIAO",13.59,7.4,"DOWN",31488372,"Technology",-11800000,194200000,799,2,0,0,0.16,0.58,0,0.83,-0.52,0.217,-0.186,-0.097,-0.061,22650000,0
"VICI",24.65,29.94,"UP",30780607222,"Real Estate",795100000,2.21e+09,152,1.7,29.72,4.19,13.55,1.41,44.79,0.67,1.07,0.8213,0.045,0.083,0.359,962570000,1.01
"VIPS",28.3,8.43,"DOWN",4439715000,"Consumer Discretionary",605600000,1.491e+10,8013,2.5,9.22,1.28,0.33,1.19,0,0.05,0.9,0.694,0.137,0.114,0.041,645750000,0.45
"VIV",8.8,8.64,"DOWN",13296979327,"Telecommunications",1.08e+09,9.05e+09,34000,2.3,12.28,11.16,1.46,0.99,18.81,0.29,0.65,0.077,0.081,0.085,0.119,1.67e+09,0.53
"VLN",10.23,7.55,"DOWN",374882055,"Technology",-31500000,83900000,263,1.4,0,0,4.55,2.14,0,0,-0.32,0.487,-0.174,-0.151,-0.375,97440000,0
"VLO",55.73,74.28,"UP",48458348428,"Energy",9.39e+09,1.7054e+11,9813,2,5.62,0,0.29,2.35,5.3,0.53,23.45,0.837,0.469,0.058,0.055,3.9e+08,1.65
"VLRS",11.86,17.85,"UP",964294108,"Consumer Discretionary",-67900000,2.7e+09,7187,2,0,0,0.36,4.13,0.59,11.6,-0.58,0.516,-0.999,0.842,-0.096,116600000,2.45
